ch,keV,net,fit,model,continuum_raw,Am-241,continuum
451,1332.480,0.000,-0.592,0.000,0.000,0.000,0.000
452,1335.468,1.220,1.220,0.000,0.000,0.000,0.000
453,1338.455,3.503,3.503,0.000,0.000,0.000,0.000
454,1341.442,0.000,-2.749,0.000,0.000,0.000,0.000
455,1344.429,1.402,1.402,0.000,0.000,0.000,0.000
456,1347.416,0.000,-4.661,0.000,0.000,0.000,0.000
457,1350.403,0.000,-0.315,0.000,0.000,0.000,0.000
458,1353.390,0.000,-0.340,0.000,0.000,0.000,0.000
459,1356.377,0.000,-0.567,0.000,0.000,0.000,0.000
460,1359.364,0.811,0.811,0.000,0.000,0.000,0.000
461,1362.352,0.937,0.937,0.000,0.000,0.000,0.000
462,1365.339,1.937,1.937,0.000,0.000,0.000,0.000
463,1368.326,0.000,-2.938,0.000,0.000,0.000,0.000
464,1371.313,0.000,-0.007,0.000,0.000,0.000,0.000
465,1374.300,0.000,-0.070,0.000,0.000,0.000,0.000
466,1377.287,0.000,-3.944,0.000,0.000,0.000,0.000
467,1380.274,0.000,-0.378,0.000,0.000,0.000,0.000
468,1383.261,2.213,2.213,0.000,0.000,0.000,0.000
469,1386.249,0.000,-3.661,0.000,0.000,0.000,0.000
470,1389.236,0.000,-0.510,0.000,0.000,0.000,0.000
471,1392.223,0.000,-0.070,0.000,0.000,0.000,0.000
472,1395.210,2.213,2.213,0.000,0.000,0.000,0.000
473,1398.197,2.616,2.616,0.000,0.000,0.000,0.000
474,1401.184,0.000,-0.856,0.000,0.000,0.000,0.000
475,1404.171,0.201,0.201,0.000,0.000,0.000,0.000
476,1407.158,0.138,0.138,0.000,0.000,0.000,0.000
477,1410.146,0.000,-0.045,0.000,0.000,0.000,0.000
478,1413.133,0.000,-3.020,0.000,0.000,0.000,0.000
479,1416.120,2.320,2.320,0.000,0.000,0.000,0.000
480,1419.107,6.697,6.697,0.000,0.000,0.000,0.000
481,1422.094,0.000,-2.498,0.000,0.000,0.000,0.000
482,1425.081,0.000,-0.994,0.000,0.000,0.000,0.000
483,1428.068,0.000,-0.938,0.000,0.000,0.000,0.000
484,1431.055,2.251,2.251,0.000,0.000,0.000,0.000
485,1434.042,7.370,7.370,0.000,0.000,0.000,0.000
486,1437.030,0.000,-1.315,0.000,0.000,0.000,0.000
487,1440.017,3.710,3.710,0.000,0.000,0.000,0.000
488,1443.004,1.244,1.244,0.000,0.000,0.000,0.000
489,1445.991,0.000,-1.441,0.000,0.000,0.000,0.000
490,1448.978,0.961,0.961,0.000,0.000,0.000,0.000
491,1451.965,1.087,1.087,0.000,0.000,0.000,0.000
492,1454.952,1.062,1.062,0.000,0.000,0.000,0.000
493,1457.939,0.000,-0.095,0.000,0.000,0.000,0.000
494,1460.927,5.093,5.093,0.000,0.000,0.000,0.000
495,1463.914,0.000,-3.441,0.000,0.000,0.000,0.000
496,1466.901,5.804,5.804,0.000,0.000,0.000,0.000
497,1469.888,2.810,2.810,0.000,0.000,0.000,0.000
498,1472.875,0.974,0.974,0.000,0.000,0.000,0.000
499,1475.862,5.635,5.635,0.000,0.000,0.000,0.000
500,1478.849,0.000,-3.303,0.000,0.000,0.000,0.000
501,1481.836,3.351,3.351,0.000,0.000,0.000,0.000
502,1484.824,3.924,3.924,0.000,0.000,0.000,0.000
503,1487.811,0.823,0.823,0.000,0.000,0.000,0.000
504,1490.798,2.459,2.459,0.000,0.000,0.000,0.000
505,1493.785,0.000,-0.038,0.000,0.000,0.000,0.000
506,1496.772,2.679,2.679,0.000,0.000,0.000,0.000
507,1499.759,8.528,8.528,0.000,0.000,0.000,0.000
508,1502.746,1.559,1.559,0.000,0.000,0.000,0.000
509,1505.733,0.346,0.346,0.000,0.000,0.000,0.000
510,1508.720,0.000,-1.938,0.000,0.000,0.000,0.000
511,1511.708,0.000,-2.686,0.000,0.000,0.000,0.000
512,1514.695,2.258,2.258,0.000,0.000,0.000,0.000
513,1517.682,0.975,0.975,0.000,0.000,0.000,0.000
514,1520.669,5.478,5.478,0.000,0.000,0.000,0.000
515,1523.656,0.000,-0.585,0.000,0.000,0.000,0.000
516,1526.643,5.044,5.044,0.000,0.000,0.000,0.000
517,1529.630,0.232,0.232,0.000,0.000,0.000,0.000
518,1532.617,1.578,1.578,0.000,0.000,0.000,0.000
519,1535.605,2.327,2.327,0.000,0.000,0.000,0.000
520,1538.592,0.264,0.264,0.000,0.000,0.000,0.000
521,1541.579,0.547,0.547,0.000,0.000,0.000,0.000
522,1544.566,1.295,1.295,0.000,0.000,0.000,0.000
523,1547.553,0.000,-0.893,0.000,0.000,0.000,0.000
524,1550.540,1.704,1.704,0.000,0.000,0.000,0.000
525,1553.527,0.000,-0.013,0.000,0.000,0.000,0.000
526,1556.514,1.516,1.516,0.000,0.000,0.000,0.000
527,1559.502,0.327,0.327,0.000,0.000,0.000,0.000
528,1562.489,0.547,0.547,0.000,0.000,0.000,0.000
529,1565.476,2.453,2.453,0.000,0.000,0.000,0.000
530,1568.463,0.000,-1.673,0.000,0.000,0.000,0.000
531,1571.450,0.000,-1.736,0.000,0.000,0.000,0.000
532,1574.437,0.736,0.736,0.000,0.000,0.000,0.000
533,1577.424,0.000,-1.453,0.000,0.000,0.000,0.000
534,1580.411,2.578,2.578,0.000,0.000,0.000,0.000
535,1583.398,0.000,-0.296,0.000,0.000,0.000,0.000
536,1586.386,0.000,-2.516,0.000,0.000,0.000,0.000
537,1589.373,0.000,-2.359,0.000,0.000,0.000,0.000
538,1592.360,0.924,0.924,0.000,0.000,0.000,0.000
539,1595.347,0.421,0.421,0.000,0.000,0.000,0.000
540,1598.334,2.830,2.830,0.000,0.000,0.000,0.000
541,1601.321,0.000,-0.390,0.000,0.000,0.000,0.000
542,1604.308,0.000,-0.768,0.000,0.000,0.000,0.000
543,1607.295,0.000,-0.327,0.000,0.000,0.000,0.000
544,1610.283,2.019,2.019,0.000,0.000,0.000,0.000
545,1613.270,0.000,-0.390,0.000,0.000,0.000,0.000
546,1616.257,0.893,0.893,0.000,0.000,0.000,0.000
547,1619.244,0.000,-2.170,0.000,0.000,0.000,0.000
548,1622.231,0.000,-1.856,0.000,0.000,0.000,0.000
549,1625.218,0.000,-0.013,0.000,0.000,0.000,0.000
550,1628.205,0.000,-2.201,0.000,0.000,0.000,0.000
551,1631.192,0.000,-0.076,0.000,0.000,0.000,0.000
552,1634.180,0.000,-2.264,0.000,0.000,0.000,0.000
553,1637.167,1.522,1.522,0.000,0.000,0.000,0.000
554,1640.154,0.019,0.019,0.000,0.000,0.000,0.000
555,1643.141,4.207,4.207,0.000,0.000,0.000,0.000
556,1646.128,2.239,2.239,0.000,0.000,0.000,0.000
557,1649.115,2.050,2.050,0.000,0.000,0.000,0.000
558,1652.102,0.000,-0.201,0.000,0.000,0.000,0.000
559,1655.089,0.000,-1.107,0.000,0.000,0.000,0.000
560,1658.076,0.000,-0.887,0.000,0.000,0.000,0.000
561,1661.064,0.000,-1.422,0.000,0.000,0.000,0.000
562,1664.051,2.082,2.082,0.000,0.000,0.000,0.000
563,1667.038,0.176,0.176,0.000,0.000,0.000,0.000
564,1670.025,0.000,-1.604,0.000,0.000,0.000,0.000
565,1673.012,2.522,2.522,0.000,0.000,0.000,0.000
566,1675.999,2.799,2.799,0.000,0.000,0.000,0.000
567,1678.986,0.144,0.144,0.000,0.000,0.000,0.000
568,1681.973,0.144,0.144,0.000,0.000,0.000,0.000
569,1684.961,0.000,-1.981,0.000,0.000,0.000,0.000
570,1687.948,0.000,-0.044,0.000,0.000,0.000,0.000
571,1690.935,1.082,1.082,0.000,0.000,0.000,0.000
572,1693.922,0.830,0.830,0.000,0.000,0.000,0.000
573,1696.909,0.000,-1.359,0.000,0.000,0.000,0.000
574,1699.896,0.000,-0.453,0.000,0.000,0.000,0.000
575,1702.883,0.113,0.113,0.000,0.000,0.000,0.000
576,1705.870,0.861,0.861,0.000,0.000,0.000,0.000
577,1708.858,0.000,-1.327,0.000,0.000,0.000,0.000
578,1711.845,1.767,1.767,0.000,0.000,0.000,0.000
579,1714.832,0.000,-1.139,0.000,0.000,0.000,0.000
580,1717.819,0.000,-0.327,0.000,0.000,0.000,0.000
581,1720.806,0.000,-2.642,0.000,0.000,0.000,0.000
582,1723.793,1.019,1.019,0.000,0.000,0.000,0.000
583,1726.780,0.019,0.019,0.000,0.000,0.000,0.000
584,1729.767,0.000,-1.453,0.000,0.000,0.000,0.000
585,1732.754,0.000,-0.988,0.000,0.000,0.000,0.000
586,1735.742,0.000,-0.170,0.000,0.000,0.000,0.000
587,1738.729,0.000,-1.139,0.000,0.000,0.000,0.000
588,1741.716,1.641,1.641,0.000,0.000,0.000,0.000
589,1744.703,0.000,-1.013,0.000,0.000,0.000,0.000
590,1747.690,1.232,1.232,0.000,0.000,0.000,0.000
591,1750.677,0.924,0.924,0.000,0.000,0.000,0.000
592,1753.664,0.000,-2.296,0.000,0.000,0.000,0.000
593,1756.651,0.000,-1.579,0.000,0.000,0.000,0.000
594,1759.639,0.704,0.704,0.000,0.000,0.000,0.000
595,1762.626,1.358,1.358,0.000,0.000,0.000,0.000
596,1765.613,0.000,-0.264,0.000,0.000,0.000,0.000
597,1768.600,1.956,1.956,0.000,0.000,0.000,0.000
598,1771.587,0.107,0.107,0.000,0.000,0.000,0.000
599,1774.574,0.000,-1.201,0.000,0.000,0.000,0.000
600,1777.561,0.000,-0.887,0.000,0.000,0.000,0.000
601,1780.548,0.000,-0.201,0.000,0.000,0.000,0.000
602,1783.536,0.893,0.893,0.000,0.000,0.000,0.000
603,1786.523,3.799,3.799,0.000,0.000,0.000,0.000
604,1789.510,0.000,-0.264,0.000,0.000,0.000,0.000
605,1792.497,1.176,1.176,0.000,0.000,0.000,0.000
606,1795.484,0.000,-0.139,0.000,0.000,0.000,0.000
607,1798.471,0.000,-1.761,0.000,0.000,0.000,0.000
608,1801.458,0.000,-2.359,0.000,0.000,0.000,0.000
609,1804.445,0.585,0.585,0.000,0.000,0.000,0.000
610,1807.432,0.000,-1.604,0.000,0.000,0.000,0.000
611,1810.420,0.428,0.428,0.000,0.000,0.000,0.000
612,1813.407,2.207,2.207,0.000,0.000,0.000,0.000
613,1816.394,2.144,2.144,0.000,0.000,0.000,0.000
614,1819.381,0.333,0.333,0.000,0.000,0.000,0.000
615,1822.368,0.000,-1.384,0.000,0.000,0.000,0.000
616,1825.355,0.000,-0.856,0.000,0.000,0.000,0.000
617,1828.342,0.000,-1.761,0.000,0.000,0.000,0.000
618,1831.329,0.000,-0.541,0.000,0.000,0.000,0.000
619,1834.317,0.648,0.648,0.000,0.000,0.000,0.000
620,1837.304,0.000,-1.170,0.000,0.000,0.000,0.000
621,1840.291,0.490,0.490,0.000,0.000,0.000,0.000
622,1843.278,0.000,-0.510,0.000,0.000,0.000,0.000
623,1846.265,4.396,4.396,0.000,0.000,0.000,0.000
624,1849.252,0.000,-0.918,0.000,0.000,0.000,0.000
625,1852.239,0.000,-1.604,0.000,0.000,0.000,0.000
626,1855.226,0.000,-0.510,0.000,0.000,0.000,0.000
627,1858.214,0.000,-1.698,0.000,0.000,0.000,0.000
628,1861.201,0.000,-1.321,0.000,0.000,0.000,0.000
629,1864.188,0.000,-0.227,0.000,0.000,0.000,0.000
630,1867.175,2.553,2.553,0.000,0.000,0.000,0.000
631,1870.162,0.000,-1.321,0.000,0.000,0.000,0.000
632,1873.149,1.019,1.019,0.000,0.000,0.000,0.000
633,1876.136,0.000,-0.478,0.000,0.000,0.000,0.000
634,1879.123,0.000,-1.164,0.000,0.000,0.000,0.000
635,1882.110,0.000,-1.101,0.000,0.000,0.000,0.000
636,1885.098,0.742,0.742,0.000,0.000,0.000,0.000
637,1888.085,0.711,0.711,0.000,0.000,0.000,0.000
638,1891.072,0.000,-1.289,0.000,0.000,0.000,0.000
639,1894.059,0.000,-1.604,0.000,0.000,0.000,0.000
640,1897.046,0.836,0.836,0.000,0.000,0.000,0.000
641,1900.033,0.025,0.025,0.000,0.000,0.000,0.000
642,1903.020,1.805,1.805,0.000,0.000,0.000,0.000
643,1906.007,0.000,-1.227,0.000,0.000,0.000,0.000
644,1908.995,2.057,2.057,0.000,0.000,0.000,0.000
645,1911.982,0.000,-1.101,0.000,0.000,0.000,0.000
646,1914.969,0.000,-1.038,0.000,0.000,0.000,0.000
647,1917.956,0.000,-1.195,0.000,0.000,0.000,0.000
648,1920.943,0.119,0.119,0.000,0.000,0.000,0.000
649,1923.930,0.000,-0.635,0.000,0.000,0.000,0.000
650,1926.917,0.000,-0.101,0.000,0.000,0.000,0.000
651,1929.904,0.616,0.616,0.000,0.000,0.000,0.000
652,1932.892,1.773,1.773,0.000,0.000,0.000,0.000
653,1935.879,0.000,-0.006,0.000,0.000,0.000,0.000
654,1938.866,1.931,1.931,0.000,0.000,0.000,0.000
655,1941.853,0.000,-0.352,0.000,0.000,0.000,0.000
656,1944.840,0.000,-0.447,0.000,0.000,0.000,0.000
657,1947.827,0.000,-0.164,0.000,0.000,0.000,0.000
658,1950.814,0.151,0.151,0.000,0.000,0.000,0.000
659,1953.801,2.773,2.773,0.000,0.000,0.000,0.000
660,1956.788,0.000,-0.289,0.000,0.000,0.000,0.000
661,1959.776,0.000,-1.038,0.000,0.000,0.000,0.000
662,1962.763,0.000,-0.352,0.000,0.000,0.000,0.000
663,1965.750,0.000,-0.164,0.000,0.000,0.000,0.000
664,1968.737,1.025,1.025,0.000,0.000,0.000,0.000
665,1971.724,0.773,0.773,0.000,0.000,0.000,0.000
666,1974.711,0.000,-0.006,0.000,0.000,0.000,0.000
667,1977.698,1.962,1.962,0.000,0.000,0.000,0.000
668,1980.685,0.214,0.214,0.000,0.000,0.000,0.000
669,1983.673,0.025,0.025,0.000,0.000,0.000,0.000
670,1986.660,1.994,1.994,0.000,0.000,0.000,0.000
671,1989.647,1.836,1.836,0.000,0.000,0.000,0.000
672,1992.634,0.000,-0.352,0.000,0.000,0.000,0.000
673,1995.621,0.805,0.805,0.000,0.000,0.000,0.000
674,1998.608,0.000,-1.227,0.000,0.000,0.000,0.000
675,2001.595,0.522,0.522,0.000,0.000,0.000,0.000
676,2004.582,0.000,-1.038,0.000,0.000,0.000,0.000
677,2007.570,1.931,1.931,0.000,0.000,0.000,0.000
678,2010.557,0.277,0.277,0.000,0.000,0.000,0.000
679,2013.544,0.000,-1.258,0.000,0.000,0.000,0.000
680,2016.531,0.000,-1.510,0.000,0.000,0.000,0.000
681,2019.518,0.000,-0.321,0.000,0.000,0.000,0.000
682,2022.505,0.585,0.585,0.000,0.000,0.000,0.000
683,2025.492,0.836,0.836,0.000,0.000,0.000,0.000
684,2028.479,0.000,-0.289,0.000,0.000,0.000,0.000
685,2031.466,0.000,-0.227,0.000,0.000,0.000,0.000
686,2034.454,3.773,3.773,0.000,0.000,0.000,0.000
687,2037.441,0.899,0.899,0.000,0.000,0.000,0.000
688,2040.428,0.000,-0.164,0.000,0.000,0.000,0.000
689,2043.415,0.000,-0.164,0.000,0.000,0.000,0.000
690,2046.402,0.000,-0.258,0.000,0.000,0.000,0.000
691,2049.389,0.000,-1.604,0.000,0.000,0.000,0.000
692,2052.376,2.868,2.868,0.000,0.000,0.000,0.000
693,2055.363,0.711,0.711,0.000,0.000,0.000,0.000
694,2058.351,2.025,2.025,0.000,0.000,0.000,0.000
695,2061.338,1.868,1.868,0.000,0.000,0.000,0.000
696,2064.325,0.000,-1.132,0.000,0.000,0.000,0.000
697,2067.312,0.057,0.057,0.000,0.000,0.000,0.000
698,2070.299,0.000,-0.975,0.000,0.000,0.000,0.000
699,2073.286,0.000,-1.258,0.000,0.000,0.000,0.000
700,2076.273,0.000,-0.352,0.000,0.000,0.000,0.000
701,2079.260,0.000,-1.352,0.000,0.000,0.000,0.000
702,2082.248,0.868,0.868,0.000,0.000,0.000,0.000
703,2085.235,0.522,0.522,0.000,0.000,0.000,0.000
704,2088.222,0.088,0.088,0.000,0.000,0.000,0.000
705,2091.209,0.000,-0.415,0.000,0.000,0.000,0.000
706,2094.196,0.000,-0.635,0.000,0.000,0.000,0.000
707,2097.183,0.000,-1.195,0.000,0.000,0.000,0.000
708,2100.170,0.000,-1.132,0.000,0.000,0.000,0.000
709,2103.157,1.585,1.585,0.000,0.000,0.000,0.000
710,2106.144,0.000,-1.604,0.000,0.000,0.000,0.000
711,2109.132,0.000,-0.447,0.000,0.000,0.000,0.000
712,2112.119,0.000,-0.164,0.000,0.000,0.000,0.000
713,2115.106,0.490,0.490,0.000,0.000,0.000,0.000
714,2118.093,0.000,-0.352,0.000,0.000,0.000,0.000
715,2121.080,1.711,1.711,0.000,0.000,0.000,0.000
716,2124.067,0.000,-1.478,0.000,0.000,0.000,0.000
717,2127.054,0.000,-0.321,0.000,0.000,0.000,0.000
718,2130.041,0.000,-0.258,0.000,0.000,0.000,0.000
719,2133.029,0.428,0.428,0.000,0.000,0.000,0.000
720,2136.016,0.000,-1.195,0.000,0.000,0.000,0.000
721,2139.003,0.000,-0.195,0.000,0.000,0.000,0.000
722,2141.990,0.000,-1.132,0.000,0.000,0.000,0.000
723,2144.977,0.000,-1.510,0.000,0.000,0.000,0.000
724,2147.964,0.057,0.057,0.000,0.000,0.000,0.000
725,2150.951,0.000,-0.258,0.000,0.000,0.000,0.000
726,2153.938,0.000,-0.415,0.000,0.000,0.000,0.000
727,2156.926,0.000,-1.132,0.000,0.000,0.000,0.000
728,2159.913,0.000,-0.541,0.000,0.000,0.000,0.000
729,2162.900,0.000,-1.195,0.000,0.000,0.000,0.000
730,2165.887,0.000,-1.258,0.000,0.000,0.000,0.000
731,2168.874,0.057,0.057,0.000,0.000,0.000,0.000
732,2171.861,0.000,-0.101,0.000,0.000,0.000,0.000
733,2174.848,0.000,-0.289,0.000,0.000,0.000,0.000
734,2177.835,2.899,2.899,0.000,0.000,0.000,0.000
735,2180.822,1.245,1.245,0.000,0.000,0.000,0.000
736,2183.810,0.000,-0.195,0.000,0.000,0.000,0.000
737,2186.797,0.742,0.742,0.000,0.000,0.000,0.000
738,2189.784,0.000,-0.384,0.000,0.000,0.000,0.000
739,2192.771,0.000,-0.227,0.000,0.000,0.000,0.000
740,2195.758,0.000,-0.195,0.000,0.000,0.000,0.000
741,2198.745,0.742,0.742,0.000,0.000,0.000,0.000
742,2201.732,0.000,-0.258,0.000,0.000,0.000,0.000
743,2204.719,0.000,-1.384,0.000,0.000,0.000,0.000
744,2207.707,0.000,-0.943,0.000,0.000,0.000,0.000
745,2210.694,0.000,-0.227,0.000,0.000,0.000,0.000
746,2213.681,0.000,-1.415,0.000,0.000,0.000,0.000
747,2216.668,0.000,-1.604,0.000,0.000,0.000,0.000
748,2219.655,0.000,-0.975,0.000,0.000,0.000,0.000
749,2222.642,0.000,-0.384,0.000,0.000,0.000,0.000
750,2225.629,0.000,-1.227,0.000,0.000,0.000,0.000
751,2228.616,1.245,1.245,0.000,0.000,0.000,0.000
752,2231.604,1.994,1.994,0.000,0.000,0.000,0.000
753,2234.591,0.000,-1.164,0.000,0.000,0.000,0.000
754,2237.578,0.000,-1.006,0.000,0.000,0.000,0.000
755,2240.565,0.000,-0.289,0.000,0.000,0.000,0.000
756,2243.552,1.088,1.088,0.000,0.000,0.000,0.000
757,2246.539,1.214,1.214,0.000,0.000,0.000,0.000
758,2249.526,0.214,0.214,0.000,0.000,0.000,0.000
759,2252.513,1.151,1.151,0.000,0.000,0.000,0.000
760,2255.500,0.000,-1.069,0.000,0.000,0.000,0.000
761,2258.488,0.088,0.088,0.000,0.000,0.000,0.000
762,2261.475,0.371,0.371,0.000,0.000,0.000,0.000
763,2264.462,0.000,-1.038,0.000,0.000,0.000,0.000
764,2267.449,0.000,-0.132,0.000,0.000,0.000,0.000
765,2270.436,0.000,-0.723,0.000,0.000,0.000,0.000
766,2273.423,0.057,0.057,0.000,0.000,0.000,0.000
767,2276.410,0.000,-1.006,0.000,0.000,0.000,0.000
768,2279.397,0.057,0.057,0.000,0.000,0.000,0.000
769,2282.385,0.000,-0.818,0.000,0.000,0.000,0.000
770,2285.372,0.000,-0.101,0.000,0.000,0.000,0.000
771,2288.359,0.000,-0.818,0.000,0.000,0.000,0.000
772,2291.346,0.000,-1.038,0.000,0.000,0.000,0.000
773,2294.333,0.000,-0.692,0.000,0.000,0.000,0.000
774,2297.320,0.000,-0.723,0.000,0.000,0.000,0.000
775,2300.307,0.000,-0.598,0.000,0.000,0.000,0.000
776,2303.294,1.528,1.528,0.000,0.000,0.000,0.000
777,2306.282,0.119,0.119,0.000,0.000,0.000,0.000
778,2309.269,0.868,0.868,0.000,0.000,0.000,0.000
779,2312.256,1.025,1.025,0.000,0.000,0.000,0.000
780,2315.243,0.340,0.340,0.000,0.000,0.000,0.000
781,2318.230,0.000,-0.786,0.000,0.000,0.000,0.000
782,2321.217,0.182,0.182,0.000,0.000,0.000,0.000
783,2324.204,0.000,-1.006,0.000,0.000,0.000,0.000
784,2327.191,0.402,0.402,0.000,0.000,0.000,0.000
785,2330.178,0.119,0.119,0.000,0.000,0.000,0.000
786,2333.166,0.119,0.119,0.000,0.000,0.000,0.000
787,2336.153,0.000,-0.786,0.000,0.000,0.000,0.000
788,2339.140,0.245,0.245,0.000,0.000,0.000,0.000
789,2342.127,0.402,0.402,0.000,0.000,0.000,0.000
790,2345.114,0.000,-0.566,0.000,0.000,0.000,0.000
791,2348.101,0.000,-0.566,0.000,0.000,0.000,0.000
792,2351.088,0.214,0.214,0.000,0.000,0.000,0.000
793,2354.075,0.151,0.151,0.000,0.000,0.000,0.000
794,2357.063,1.277,1.277,0.000,0.000,0.000,0.000
795,2360.050,0.000,-0.598,0.000,0.000,0.000,0.000
796,2363.037,0.000,-0.818,0.000,0.000,0.000,0.000
797,2366.024,0.000,-0.881,0.000,0.000,0.000,0.000
798,2369.011,0.000,-0.818,0.000,0.000,0.000,0.000
799,2371.998,1.182,1.182,0.000,0.000,0.000,0.000
800,2374.985,0.000,-0.566,0.000,0.000,0.000,0.000
801,2377.972,0.000,-0.786,0.000,0.000,0.000,0.000
802,2380.960,0.340,0.340,0.000,0.000,0.000,0.000
803,2383.947,0.000,-0.692,0.000,0.000,0.000,0.000
804,2386.934,0.371,0.371,0.000,0.000,0.000,0.000
805,2389.921,0.000,-0.346,0.000,0.000,0.000,0.000
806,2392.908,0.000,-0.660,0.000,0.000,0.000,0.000
807,2395.895,0.000,-0.755,0.000,0.000,0.000,0.000
808,2398.882,0.308,0.308,0.000,0.000,0.000,0.000
809,2401.869,0.000,-0.755,0.000,0.000,0.000,0.000
810,2404.856,0.000,-0.786,0.000,0.000,0.000,0.000
811,2407.844,0.000,-0.535,0.000,0.000,0.000,0.000
812,2410.831,0.402,0.402,0.000,0.000,0.000,0.000
813,2413.818,0.000,-0.975,0.000,0.000,0.000,0.000
814,2416.805,0.000,-0.818,0.000,0.000,0.000,0.000
815,2419.792,0.245,0.245,0.000,0.000,0.000,0.000
816,2422.779,0.000,-0.660,0.000,0.000,0.000,0.000
817,2425.766,0.308,0.308,0.000,0.000,0.000,0.000
818,2428.753,0.497,0.497,0.000,0.000,0.000,0.000
819,2431.741,1.025,1.025,0.000,0.000,0.000,0.000
820,2434.728,0.000,-0.629,0.000,0.000,0.000,0.000
821,2437.715,2.654,2.654,0.000,0.000,0.000,0.000
822,2440.702,0.465,0.465,0.000,0.000,0.000,0.000
823,2443.689,0.000,-0.629,0.000,0.000,0.000,0.000
824,2446.676,0.000,-0.818,0.000,0.000,0.000,0.000
825,2449.663,0.119,0.119,0.000,0.000,0.000,0.000
826,2452.650,0.000,-0.692,0.000,0.000,0.000,0.000
827,2455.638,0.000,-0.660,0.000,0.000,0.000,0.000
828,2458.625,0.000,-0.692,0.000,0.000,0.000,0.000
829,2461.612,0.497,0.497,0.000,0.000,0.000,0.000
830,2464.599,0.000,-0.503,0.000,0.000,0.000,0.000
831,2467.586,0.000,-0.629,0.000,0.000,0.000,0.000
832,2470.573,0.000,-0.283,0.000,0.000,0.000,0.000
833,2473.560,0.000,-0.440,0.000,0.000,0.000,0.000
834,2476.547,0.000,-0.660,0.000,0.000,0.000,0.000
835,2479.534,0.000,-0.723,0.000,0.000,0.000,0.000
836,2482.522,2.402,2.402,0.000,0.000,0.000,0.000
837,2485.509,0.623,0.623,0.000,0.000,0.000,0.000
838,2488.496,0.000,-0.566,0.000,0.000,0.000,0.000
839,2491.483,0.000,-0.692,0.000,0.000,0.000,0.000
840,2494.470,2.497,2.497,0.000,0.000,0.000,0.000
841,2497.457,1.434,1.434,0.000,0.000,0.000,0.000
842,2500.444,0.000,-0.598,0.000,0.000,0.000,0.000
843,2503.431,0.434,0.434,0.000,0.000,0.000,0.000
844,2506.419,0.119,0.119,0.000,0.000,0.000,0.000
845,2509.406,0.277,0.277,0.000,0.000,0.000,0.000
846,2512.393,2.528,2.528,0.000,0.000,0.000,0.000
847,2515.380,0.528,0.528,0.000,0.000,0.000,0.000
848,2518.367,1.371,1.371,0.000,0.000,0.000,0.000
849,2521.354,1.402,1.402,0.000,0.000,0.000,0.000
850,2524.341,0.245,0.245,0.000,0.000,0.000,0.000
851,2527.328,0.340,0.340,0.000,0.000,0.000,0.000
852,2530.316,0.088,0.088,0.000,0.000,0.000,0.000
853,2533.303,0.151,0.151,0.000,0.000,0.000,0.000
854,2536.290,0.000,-0.692,0.000,0.000,0.000,0.000
855,2539.277,0.000,-0.566,0.000,0.000,0.000,0.000
856,2542.264,0.000,-0.692,0.000,0.000,0.000,0.000
857,2545.251,0.000,-0.818,0.000,0.000,0.000,0.000
858,2548.238,0.000,-0.755,0.000,0.000,0.000,0.000
859,2551.225,0.000,-0.723,0.000,0.000,0.000,0.000
860,2554.212,0.000,-1.069,0.000,0.000,0.000,0.000
861,2557.200,0.025,0.025,0.000,0.000,0.000,0.000
862,2560.187,1.088,1.088,0.000,0.000,0.000,0.000
863,2563.174,0.000,-0.069,0.000,0.000,0.000,0.000
864,2566.161,0.000,-0.510,0.000,0.000,0.000,0.000
865,2569.148,0.000,-1.289,0.000,0.000,0.000,0.000
866,2572.135,0.000,-1.006,0.000,0.000,0.000,0.000
867,2575.122,0.000,-0.069,0.000,0.000,0.000,0.000
868,2578.109,0.679,0.679,0.000,0.000,0.000,0.000
869,2581.097,0.000,-0.943,0.000,0.000,0.000,0.000
870,2584.084,0.711,0.711,0.000,0.000,0.000,0.000
871,2587.071,0.000,-0.510,0.000,0.000,0.000,0.000
872,2590.058,0.000,-0.227,0.000,0.000,0.000,0.000
873,2593.045,0.000,-0.415,0.000,0.000,0.000,0.000
874,2596.032,0.000,-1.069,0.000,0.000,0.000,0.000
875,2599.019,0.000,-0.132,0.000,0.000,0.000,0.000
876,2602.006,0.616,0.616,0.000,0.000,0.000,0.000
877,2604.994,1.057,1.057,0.000,0.000,0.000,0.000
878,2607.981,0.000,-0.384,0.000,0.000,0.000,0.000
879,2610.968,0.931,0.931,0.000,0.000,0.000,0.000
880,2613.955,0.000,-0.384,0.000,0.000,0.000,0.000
881,2616.942,0.000,-1.069,0.000,0.000,0.000,0.000
882,2619.929,0.000,-1.101,0.000,0.000,0.000,0.000
883,2622.916,1.214,1.214,0.000,0.000,0.000,0.000
884,2625.903,0.459,0.459,0.000,0.000,0.000,0.000
885,2628.890,0.000,-1.384,0.000,0.000,0.000,0.000
886,2631.878,0.000,-1.132,0.000,0.000,0.000,0.000
887,2634.865,0.000,-0.975,0.000,0.000,0.000,0.000
888,2637.852,0.773,0.773,0.000,0.000,0.000,0.000
889,2640.839,2.214,2.214,0.000,0.000,0.000,0.000
890,2643.826,1.371,1.371,0.000,0.000,0.000,0.000
891,2646.813,0.000,-0.069,0.000,0.000,0.000,0.000
892,2649.800,0.057,0.057,0.000,0.000,0.000,0.000
