ch,keV,net,fit,model,continuum_raw,Cs-137
104,292.465,4089.895,4089.895,3939.915,2063.085,3939.915
105,295.372,4027.977,4027.977,3879.907,2031.340,3879.907
106,298.279,4231.344,4231.344,3819.285,1999.595,3819.285
107,301.187,3890.142,3890.142,3759.820,1967.850,3759.820
108,304.097,4211.499,4211.499,3703.757,1936.105,3703.757
109,307.007,3988.352,3988.352,3653.306,1904.360,3653.306
110,309.919,3828.090,3828.090,3610.171,1872.615,3610.171
111,312.831,3913.007,3913.007,3575.238,1840.870,3575.238
112,315.745,3833.534,3833.534,3548.488,1809.125,3548.488
113,318.660,3895.350,3895.350,3529.116,1777.380,3529.116
114,321.576,3926.084,3926.084,3515.763,1745.635,3515.763
115,324.493,3765.355,3765.355,3506.784,1713.890,3506.784
116,327.411,3776.263,3776.263,3500.465,1682.145,3500.465
117,330.330,3722.786,3722.786,3495.165,1650.400,3495.165
118,333.250,3694.965,3694.965,3489.371,1618.655,3489.371
119,336.171,3622.767,3622.767,3481.693,1586.910,3481.693
120,339.094,3639.850,3639.850,3470.844,1555.165,3470.844
121,342.017,3598.754,3598.754,3455.647,1523.420,3455.647
122,344.941,3499.736,3499.736,3435.091,1491.675,3435.091
123,347.866,3434.084,3434.084,3408.459,1459.930,3408.459
124,350.792,3372.497,3372.497,3375.499,1428.185,3375.499
125,353.720,3358.277,3358.277,3336.589,1396.440,3336.589
126,356.648,3276.410,3276.410,3295.120,1366.984,3295.120
127,359.577,3368.432,3368.432,3250.607,1337.528,3250.607
128,362.507,3157.354,3157.354,3205.381,1308.071,3205.381
129,365.438,3165.014,3165.014,3162.001,1278.615,3162.001
130,368.370,3096.674,3096.674,3122.879,1249.159,3122.879
131,371.303,3154.536,3154.536,3089.907,1219.703,3089.907
132,374.237,3000.439,3000.439,3064.160,1190.247,3064.160
133,377.172,3004.723,3004.723,3045.735,1160.791,3045.735
134,380.108,3041.810,3041.810,3033.752,1131.335,3033.752
135,383.045,3104.865,3104.865,3026.516,1101.879,3026.516
136,385.983,2961.089,2961.089,3021.804,1072.422,3021.804
137,388.922,2925.896,2925.896,3017.233,1042.966,3017.233
138,391.861,2851.997,2851.997,3010.642,1013.510,3010.642
139,394.802,2798.557,2798.557,3000.428,984.054,3000.428
140,397.743,2826.630,2826.630,2985.772,954.598,2985.772
141,400.686,2891.268,2891.268,2966.734,925.142,2966.734
142,403.629,2838.465,2838.465,2944.185,895.686,2944.185
143,406.573,2731.387,2731.387,2919.601,866.230,2919.601
144,409.518,2792.891,2792.891,2894.760,836.774,2894.760
145,412.464,2773.735,2773.735,2871.394,807.317,2871.394
146,415.410,2753.850,2753.850,2850.874,777.861,2850.874
147,418.358,2718.372,2718.372,2833.979,748.405,2833.979
148,421.307,2737.973,2737.973,2820.788,718.949,2820.788
149,424.256,2759.203,2759.203,2810.700,689.493,2810.700
150,427.206,2730.996,2730.996,2802.563,660.037,2802.563
151,430.157,2657.161,2657.161,2794.866,630.581,2794.866
152,433.109,2623.083,2623.083,2785.940,601.125,2785.940
153,436.062,2606.574,2606.574,2774.129,571.668,2774.129
154,439.015,2634.138,2634.138,2757.892,542.212,2757.892
155,441.970,2551.014,2551.014,2735.826,512.756,2735.826
156,444.925,2592.234,2592.234,2706.635,483.300,2706.635
157,447.881,2497.693,2497.693,2669.069,453.844,2669.069
158,450.837,2491.207,2491.207,2621.868,424.388,2621.868
159,453.795,2369.844,2369.844,2563.765,394.932,2563.765
160,456.753,2291.725,2291.725,2493.554,365.476,2493.554
161,459.713,2207.266,2207.266,2410.234,336.020,2410.234
162,462.672,2033.019,2033.019,2313.206,306.563,2313.206
163,465.633,1977.826,1977.826,2202.477,277.107,2202.477
164,468.595,1859.486,1859.486,2078.822,247.651,2078.822
165,471.557,1613.353,1613.353,1943.861,218.195,1943.861
166,474.520,1600.830,1600.830,1800.010,188.739,1800.010
167,477.484,1365.913,1365.913,1650.322,159.283,1650.322
168,480.448,1301.963,1301.963,1498.231,129.827,1498.231
169,483.413,1278.000,1278.000,1375.086,128.216,1375.086
170,486.379,1157.885,1157.885,1256.311,126.604,1256.311
171,489.346,1171.629,1171.629,1144.693,124.993,1144.693
172,492.314,1043.592,1043.592,1042.357,123.382,1042.357
173,495.282,985.215,985.215,950.698,121.771,950.698
174,498.251,932.766,932.766,870.388,120.160,870.388
175,501.220,907.518,907.518,801.458,118.549,801.458
176,504.191,847.830,847.830,743.421,116.937,743.421
177,507.162,783.225,783.225,695.413,115.326,695.413
178,510.133,812.605,812.605,656.325,113.715,656.325
179,513.106,741.472,741.472,624.929,112.104,624.929
180,516.079,688.477,688.477,599.966,110.493,599.966
181,519.053,690.490,690.490,580.230,108.882,580.230
182,522.027,689.674,689.674,564.608,107.271,564.608
183,525.002,659.669,659.669,552.116,105.659,552.116
184,527.978,629.412,629.412,541.913,104.048,541.913
185,530.954,562.921,562.921,533.295,102.437,533.295
186,533.932,568.311,568.311,525.688,100.826,525.688
187,536.909,568.816,568.816,518.632,99.215,518.632
188,539.888,526.412,526.412,511.763,97.604,511.763
189,542.867,518.109,518.109,504.798,95.992,504.798
190,545.846,487.586,487.586,497.527,94.381,497.527
191,548.827,503.852,503.852,489.804,92.770,489.804
192,551.808,474.650,474.650,481.553,91.159,481.553
193,554.789,486.476,486.476,472.761,89.548,472.761
194,557.771,480.673,480.673,463.481,87.937,463.481
195,560.754,454.751,454.751,453.827,86.326,453.827
196,563.738,398.137,398.137,443.963,84.714,443.963
197,566.722,419.990,419.990,434.095,83.103,434.095
198,569.706,399.201,399.201,424.456,81.492,424.456
199,572.691,405.816,405.816,415.304,79.881,415.304
200,575.677,450.132,450.132,406.930,78.270,406.930
201,578.663,471.151,471.151,399.679,76.659,399.679
202,581.650,448.830,448.830,394.011,75.047,394.011
203,584.638,465.022,465.022,390.594,73.436,390.594
204,587.626,419.793,419.793,390.450,71.825,390.450
205,590.614,532.793,532.793,395.161,70.214,395.161
206,593.604,512.408,512.408,407.155,68.603,407.155
207,596.593,596.881,596.881,430.057,66.992,430.057
208,599.584,613.564,613.564,469.122,65.381,469.122
209,602.574,759.468,759.468,531.718,63.769,531.718
210,605.566,865.775,865.775,627.801,62.158,627.801
211,608.558,1004.197,1004.197,770.331,60.547,770.331
212,611.550,1280.973,1280.973,975.494,58.936,975.494
213,614.543,1594.596,1594.596,1262.596,57.325,1262.596
214,617.536,2117.252,2117.252,1653.487,55.714,1653.487
215,620.530,2547.417,2547.417,2171.349,54.102,2171.349
216,623.525,3284.137,3284.137,2838.779,52.491,2838.779
217,626.520,4022.054,4022.054,3675.148,50.880,3675.148
218,629.515,5062.247,5062.247,4693.372,49.269,4693.372
219,632.511,6300.049,6300.049,5896.399,47.658,5896.399
220,635.508,7307.306,7307.306,7274.673,46.877,7274.673
221,638.505,8885.655,8885.655,8800.991,46.095,8800.991
222,641.502,10360.154,10360.154,10431.668,45.314,10431.668
223,644.500,11917.182,11917.182,12106.213,44.533,12106.213
224,647.499,13743.796,13743.796,13750.018,43.751,13750.018
225,650.497,14779.021,14779.021,15279.238,42.970,15279.238
226,653.497,16642.943,16642.943,16607.533,42.189,16607.533
227,656.497,17102.374,17102.374,17653.965,41.408,17653.965
228,659.497,18982.278,18982.278,18351.057,40.626,18351.057
229,662.497,19125.429,19125.429,18651.924,39.845,18651.924
230,665.499,18368.025,18368.025,18535.415,39.064,18535.415
231,668.500,19364.149,19364.149,18008.487,38.283,18008.487
232,671.502,17490.782,17490.782,17105.453,37.501,17105.453
233,674.505,17281.892,17281.892,15884.204,36.720,15884.204
234,677.508,15510.502,15510.502,14419.999,35.939,14419.999
235,680.511,13557.897,13557.897,12797.743,35.157,12797.743
236,683.515,12409.562,12409.562,11103.850,34.376,11103.850
237,686.519,9866.378,9866.378,9418.781,33.595,9418.781
238,689.523,8702.154,8702.154,7811.093,32.814,7811.093
239,692.528,6726.988,6726.988,6333.575,32.032,6333.575
240,695.534,5457.608,5457.608,5021.604,31.251,5021.604
241,698.539,4154.209,4154.209,3893.567,30.470,3893.567
242,701.546,2963.722,2963.722,2952.892,29.689,2952.892
243,704.552,2270.603,2270.603,2191.133,28.907,2191.133
244,707.559,1556.988,1556.988,1591.493,28.126,1591.493
245,710.566,1091.956,1091.956,1132.285,27.345,1132.285
246,713.574,720.333,720.333,789.932,26.563,789.932
247,716.582,492.254,492.254,541.304,25.782,541.304
248,719.591,302.030,302.030,365.313,25.001,365.313
249,722.599,152.360,152.360,243.816,24.220,243.816
250,725.609,96.722,96.722,161.952,23.438,161.952
251,728.618,60.452,60.452,108.061,22.657,108.061
252,731.628,22.121,22.121,73.349,21.876,73.349
253,734.638,10.108,10.108,51.419,21.094,51.419
254,737.649,2.525,2.525,37.777,20.313,37.777
255,740.660,0.000,-10.429,29.363,19.532,29.363
256,743.671,2.387,2.387,24.160,18.751,24.160
257,746.683,7.846,7.846,20.879,17.969,20.879
258,749.695,1.420,1.420,18.718,17.188,18.718
259,752.707,0.000,-18.296,17.193,16.407,17.193
260,755.719,14.314,14.314,16.021,15.626,16.021
261,758.732,11.956,11.956,15.038,14.844,15.038
262,761.745,0.000,-9.131,14.156,14.063,14.156
263,764.759,14.732,14.732,13.325,13.282,13.325
264,767.773,4.520,4.520,12.520,12.500,12.520
265,770.787,4.548,4.548,11.728,11.719,11.728
266,773.801,0.000,-11.562,10.942,10.938,10.942
267,776.816,0.000,-14.737,10.158,10.157,10.158
268,779.831,0.000,-2.544,9.376,9.375,9.376
269,782.846,4.374,4.374,8.594,8.594,8.594
270,785.862,9.924,9.924,7.813,7.813,7.813
271,788.878,11.952,11.952,7.032,7.031,7.032
272,791.894,5.025,5.025,6.250,6.250,6.250
273,794.910,0.000,-10.076,5.469,5.469,5.469
274,797.927,0.000,-3.869,4.688,4.688,4.688
275,800.944,0.000,-1.902,3.906,3.906,3.906
276,803.961,2.993,2.993,3.125,3.125,3.125
277,806.979,4.199,4.199,2.344,2.344,2.344
278,809.996,14.874,14.874,1.563,1.563,1.563
279,813.014,0.000,-6.677,0.781,0.781,0.781
280,816.033,4.034,4.034,0.000,0.000,0.000
281,819.051,5.048,5.048,0.000,0.000,0.000
282,822.070,5.497,5.497,0.000,0.000,0.000
283,825.089,6.763,6.763,0.000,0.000,0.000
284,828.108,4.988,4.988,0.000,0.000,0.000
285,831.127,0.000,-16.576,0.000,0.000,0.000
286,834.147,0.000,-8.494,0.000,0.000,0.000
287,837.167,5.493,5.493,0.000,0.000,0.000
288,840.187,0.000,-1.182,0.000,0.000,0.000
289,843.207,0.000,-14.879,0.000,0.000,0.000
290,846.228,0.000,-8.255,0.000,0.000,0.000
291,849.248,0.000,-9.117,0.000,0.000,0.000
292,852.269,0.000,-1.599,0.000,0.000,0.000
293,855.290,0.000,-6.507,0.000,0.000,0.000
294,858.312,0.000,-5.925,0.000,0.000,0.000
295,861.333,0.000,-9.195,0.000,0.000,0.000
296,864.355,0.000,-9.104,0.000,0.000,0.000
297,867.377,7.506,7.506,0.000,0.000,0.000
298,870.399,0.000,-7.998,0.000,0.000,0.000
299,873.421,0.000,-8.897,0.000,0.000,0.000
300,876.444,0.000,-15.627,0.000,0.000,0.000
301,879.466,10.713,10.713,0.000,0.000,0.000
302,882.489,0.000,-8.136,0.000,0.000,0.000
303,885.512,0.000,-15.971,0.000,0.000,0.000
304,888.535,0.000,-6.205,0.000,0.000,0.000
305,891.558,0.000,-2.044,0.000,0.000,0.000
306,894.582,17.910,17.910,0.000,0.000,0.000
307,897.605,4.961,4.961,0.000,0.000,0.000
308,900.629,0.000,-4.507,0.000,0.000,0.000
309,903.653,0.000,-6.218,0.000,0.000,0.000
310,906.677,0.000,-4.402,0.000,0.000,0.000
311,909.701,7.961,7.961,0.000,0.000,0.000
312,912.725,8.360,8.360,0.000,0.000,0.000
313,915.750,0.000,-8.131,0.000,0.000,0.000
314,918.774,0.000,-2.998,0.000,0.000,0.000
315,921.799,3.598,3.598,0.000,0.000,0.000
316,924.824,0.000,-6.099,0.000,0.000,0.000
317,927.849,0.000,-7.117,0.000,0.000,0.000
318,930.874,3.942,3.942,0.000,0.000,0.000
319,933.899,0.000,-13.324,0.000,0.000,0.000
320,936.925,0.000,-6.567,0.000,0.000,0.000
321,939.950,0.000,-10.939,0.000,0.000,0.000
322,942.976,0.000,-6.150,0.000,0.000,0.000
323,946.001,0.000,-9.076,0.000,0.000,0.000
324,949.027,1.823,1.823,0.000,0.000,0.000
325,952.053,5.970,5.970,0.000,0.000,0.000
326,955.079,0.000,-18.682,0.000,0.000,0.000
327,958.105,4.135,4.135,0.000,0.000,0.000
328,961.131,0.000,-12.659,0.000,0.000,0.000
329,964.157,0.000,-1.241,0.000,0.000,0.000
330,967.184,0.000,-1.448,0.000,0.000,0.000
331,970.210,1.355,1.355,0.000,0.000,0.000
332,973.237,13.071,13.071,0.000,0.000,0.000
333,976.263,3.355,3.355,0.000,0.000,0.000
334,979.290,0.000,-10.090,0.000,0.000,0.000
335,982.316,0.000,-17.108,0.000,0.000,0.000
336,985.343,2.781,2.781,0.000,0.000,0.000
337,988.370,13.589,13.589,0.000,0.000,0.000
338,991.397,0.000,-3.842,0.000,0.000,0.000
339,994.424,0.000,-3.934,0.000,0.000,0.000
340,997.451,0.000,-11.132,0.000,0.000,0.000
341,1000.478,0.000,-7.297,0.000,0.000,0.000
342,1003.505,0.000,-1.866,0.000,0.000,0.000
343,1006.533,0.000,-1.077,0.000,0.000,0.000
344,1009.560,0.772,0.772,0.000,0.000,0.000
345,1012.587,2.089,2.089,0.000,0.000,0.000
346,1015.614,0.997,0.997,0.000,0.000,0.000
347,1018.642,0.000,-4.838,0.000,0.000,0.000
348,1021.669,1.281,1.281,0.000,0.000,0.000
349,1024.697,0.000,-9.168,0.000,0.000,0.000
350,1027.724,0.000,-2.453,0.000,0.000,0.000
351,1030.752,2.162,2.162,0.000,0.000,0.000
352,1033.779,0.000,-6.063,0.000,0.000,0.000
353,1036.807,3.455,3.455,0.000,0.000,0.000
354,1039.835,0.000,-14.049,0.000,0.000,0.000
355,1042.862,15.396,15.396,0.000,0.000,0.000
356,1045.890,8.832,8.832,0.000,0.000,0.000
357,1048.917,5.130,5.130,0.000,0.000,0.000
358,1051.945,0.000,-0.168,0.000,0.000,0.000
359,1054.973,0.000,-5.315,0.000,0.000,0.000
360,1058.001,0.000,-11.572,0.000,0.000,0.000
361,1061.028,0.000,-2.724,0.000,0.000,0.000
362,1064.056,2.446,2.446,0.000,0.000,0.000
363,1067.084,13.355,13.355,0.000,0.000,0.000
364,1070.111,1.758,1.758,0.000,0.000,0.000
365,1073.139,12.208,12.208,0.000,0.000,0.000
366,1076.167,0.000,-1.558,0.000,0.000,0.000
367,1079.195,3.983,3.983,0.000,0.000,0.000
368,1082.222,0.000,-3.164,0.000,0.000,0.000
369,1085.250,0.000,-4.480,0.000,0.000,0.000
370,1088.278,3.745,3.745,0.000,0.000,0.000
371,1091.305,0.075,0.075,0.000,0.000,0.000
372,1094.333,0.000,-1.884,0.000,0.000,0.000
373,1097.361,0.000,-7.132,0.000,0.000,0.000
374,1100.388,0.000,-12.301,0.000,0.000,0.000
375,1103.416,14.479,14.479,0.000,0.000,0.000
376,1106.443,0.000,-4.742,0.000,0.000,0.000
377,1109.471,0.000,-13.820,0.000,0.000,0.000
378,1112.498,0.000,-22.709,0.000,0.000,0.000
379,1115.526,0.000,-2.072,0.000,0.000,0.000
380,1118.553,0.000,-7.219,0.000,0.000,0.000
381,1121.581,0.000,-8.232,0.000,0.000,0.000
382,1124.608,3.969,3.969,0.000,0.000,0.000
383,1127.636,0.000,-8.324,0.000,0.000,0.000
384,1130.663,0.000,-3.026,0.000,0.000,0.000
385,1133.690,0.000,-3.462,0.000,0.000,0.000
386,1136.717,0.000,-7.934,0.000,0.000,0.000
387,1139.744,0.000,-0.058,0.000,0.000,0.000
388,1142.772,0.000,-8.806,0.000,0.000,0.000
389,1145.799,3.823,3.823,0.000,0.000,0.000
390,1148.826,0.000,-2.925,0.000,0.000,0.000
391,1151.853,0.000,-5.911,0.000,0.000,0.000
392,1154.879,0.000,-2.467,0.000,0.000,0.000
393,1157.906,0.000,-6.778,0.000,0.000,0.000
394,1160.933,8.515,8.515,0.000,0.000,0.000
395,1163.960,0.000,-15.201,0.000,0.000,0.000
396,1166.986,0.000,-0.214,0.000,0.000,0.000
397,1170.013,0.000,-15.274,0.000,0.000,0.000
398,1173.040,0.000,-4.095,0.000,0.000,0.000
399,1176.066,3.978,3.978,0.000,0.000,0.000
400,1179.092,0.000,-6.100,0.000,0.000,0.000
401,1182.119,7.740,7.740,0.000,0.000,0.000
402,1185.145,0.000,-7.086,0.000,0.000,0.000
403,1188.171,0.000,-1.875,0.000,0.000,0.000
404,1191.197,0.000,-0.820,0.000,0.000,0.000
405,1194.223,0.000,-18.086,0.000,0.000,0.000
406,1197.249,10.180,10.180,0.000,0.000,0.000
407,1200.275,0.000,-8.664,0.000,0.000,0.000
408,1203.301,0.689,0.689,0.000,0.000,0.000
409,1206.326,9.359,9.359,0.000,0.000,0.000
410,1209.352,1.836,1.836,0.000,0.000,0.000
411,1212.377,1.074,1.074,0.000,0.000,0.000
412,1215.403,0.120,0.120,0.000,0.000,0.000
413,1218.428,0.000,-3.178,0.000,0.000,0.000
414,1221.453,0.000,-3.568,0.000,0.000,0.000
415,1224.479,0.000,-1.109,0.000,0.000,0.000
416,1227.504,5.639,5.639,0.000,0.000,0.000
417,1230.529,0.000,-6.944,0.000,0.000,0.000
418,1233.553,0.000,-14.077,0.000,0.000,0.000
419,1236.578,0.000,-3.540,0.000,0.000,0.000
420,1239.603,0.000,-3.274,0.000,0.000,0.000
421,1242.627,0.000,-6.632,0.000,0.000,0.000
422,1245.652,0.000,-2.765,0.000,0.000,0.000
423,1248.676,0.000,-2.022,0.000,0.000,0.000
424,1251.700,0.000,-0.196,0.000,0.000,0.000
425,1254.724,0.000,-4.678,0.000,0.000,0.000
426,1257.748,0.000,-3.513,0.000,0.000,0.000
427,1260.772,9.216,9.216,0.000,0.000,0.000
428,1263.796,0.000,-3.499,0.000,0.000,0.000
429,1266.820,0.781,0.781,0.000,0.000,0.000
430,1269.843,1.051,1.051,0.000,0.000,0.000
431,1272.867,2.226,2.226,0.000,0.000,0.000
432,1275.890,7.331,7.331,0.000,0.000,0.000
433,1278.913,0.000,-5.518,0.000,0.000,0.000
434,1281.937,0.000,-7.669,0.000,0.000,0.000
435,1284.959,0.359,0.359,0.000,0.000,0.000
436,1287.982,1.643,1.643,0.000,0.000,0.000
437,1291.005,0.000,-5.999,0.000,0.000,0.000
438,1294.028,0.000,-4.729,0.000,0.000,0.000
439,1297.050,0.000,-2.508,0.000,0.000,0.000
440,1300.073,10.551,10.551,0.000,0.000,0.000
441,1303.095,0.000,-4.297,0.000,0.000,0.000
442,1306.117,0.000,-0.256,0.000,0.000,0.000
443,1309.139,0.000,-9.137,0.000,0.000,0.000
444,1312.161,3.505,3.505,0.000,0.000,0.000
445,1315.182,0.000,-2.508,0.000,0.000,0.000
446,1318.204,0.000,-1.898,0.000,0.000,0.000
447,1321.226,5.579,5.579,0.000,0.000,0.000
448,1324.247,5.280,5.280,0.000,0.000,0.000
449,1327.268,0.000,-8.330,0.000,0.000,0.000
450,1330.289,4.115,4.115,0.000,0.000,0.000
451,1333.310,3.831,3.831,0.000,0.000,0.000
452,1336.331,6.638,6.638,0.000,0.000,0.000
453,1339.351,0.221,0.221,0.000,0.000,0.000
454,1342.372,2.010,2.010,0.000,0.000,0.000
455,1345.392,0.000,-1.853,0.000,0.000,0.000
456,1348.413,2.579,2.579,0.000,0.000,0.000
457,1351.433,0.670,0.670,0.000,0.000,0.000
458,1354.453,0.000,-1.582,0.000,0.000,0.000
459,1357.472,0.000,-4.807,0.000,0.000,0.000
460,1360.492,3.969,3.969,0.000,0.000,0.000
461,1363.512,0.000,-1.701,0.000,0.000,0.000
462,1366.531,5.028,5.028,0.000,0.000,0.000
463,1369.550,0.000,-4.073,0.000,0.000,0.000
464,1372.569,0.000,-3.894,0.000,0.000,0.000
465,1375.588,0.689,0.689,0.000,0.000,0.000
466,1378.607,8.239,8.239,0.000,0.000,0.000
467,1381.626,0.000,-7.756,0.000,0.000,0.000
468,1384.644,2.868,2.868,0.000,0.000,0.000
469,1387.663,0.000,-6.013,0.000,0.000,0.000
470,1390.681,4.932,4.932,0.000,0.000,0.000
471,1393.699,1.634,1.634,0.000,0.000,0.000
472,1396.717,0.000,-1.838,0.000,0.000,0.000
473,1399.734,0.000,-0.898,0.000,0.000,0.000
474,1402.752,6.295,6.295,0.000,0.000,0.000
475,1405.769,0.000,-5.150,0.000,0.000,0.000
476,1408.787,0.000,-3.939,0.000,0.000,0.000
477,1411.804,4.364,4.364,0.000,0.000,0.000
478,1414.821,0.000,-0.081,0.000,0.000,0.000
479,1417.838,0.000,-2.724,0.000,0.000,0.000
480,1420.854,3.075,3.075,0.000,0.000,0.000
481,1423.871,0.000,-2.742,0.000,0.000,0.000
482,1426.887,0.000,-0.352,0.000,0.000,0.000
483,1429.903,9.217,9.217,0.000,0.000,0.000
484,1432.920,0.000,-11.195,0.000,0.000,0.000
485,1435.935,0.000,-6.952,0.000,0.000,0.000
486,1438.951,4.484,4.484,0.000,0.000,0.000
487,1441.967,0.000,-1.338,0.000,0.000,0.000
488,1444.982,0.000,-1.498,0.000,0.000,0.000
489,1447.997,0.000,-5.938,0.000,0.000,0.000
