ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu
4244,1690.065,1.650,1.650,0.000,0.000,0.000,0.000
4245,1690.496,0.000,-1.233,0.000,0.000,0.000,0.000
4246,1690.926,0.000,-0.585,0.000,0.000,0.000,0.000
4247,1691.357,0.000,-1.116,0.000,0.000,0.000,0.000
4248,1691.788,3.002,3.002,0.000,0.000,0.000,0.000
4249,1692.218,0.000,-0.820,0.000,0.000,0.000,0.000
4250,1692.649,0.180,0.180,0.000,0.000,0.000,0.000
4251,1693.079,2.473,2.473,0.000,0.000,0.000,0.000
4252,1693.510,2.943,2.943,0.000,0.000,0.000,0.000
4253,1693.941,1.415,1.415,0.000,0.000,0.000,0.000
4254,1694.371,0.000,-1.644,0.000,0.000,0.000,0.000
4255,1694.802,0.000,-1.233,0.000,0.000,0.000,0.000
4256,1695.233,0.591,0.591,0.000,0.000,0.000,0.000
4257,1695.664,3.354,3.354,0.000,0.000,0.000,0.000
4258,1696.094,0.121,0.121,0.000,0.000,0.000,0.000
4259,1696.525,0.000,-0.292,0.000,0.000,0.000,0.000
4260,1696.956,0.473,0.473,0.000,0.000,0.000,0.000
4261,1697.387,0.767,0.767,0.000,0.000,0.000,0.000
4262,1697.817,0.356,0.356,0.000,0.000,0.000,0.000
4263,1698.248,0.826,0.826,0.000,0.000,0.000,0.000
4264,1698.679,0.119,0.119,0.000,0.000,0.000,0.000
4265,1699.110,0.415,0.415,0.000,0.000,0.000,0.000
4266,1699.541,0.000,-1.292,0.000,0.000,0.000,0.000
4267,1699.972,0.000,-1.703,0.000,0.000,0.000,0.000
4268,1700.402,0.000,-1.468,0.000,0.000,0.000,0.000
4269,1700.833,0.415,0.415,0.000,0.000,0.000,0.000
4270,1701.264,0.708,0.708,0.000,0.000,0.000,0.000
4271,1701.695,1.002,1.002,0.000,0.000,0.000,0.000
4272,1702.126,0.000,-1.820,0.000,0.000,0.000,0.000
4273,1702.557,0.000,-1.174,0.000,0.000,0.000,0.000
4274,1702.988,0.000,-1.233,0.000,0.000,0.000,0.000
4275,1703.419,1.178,1.178,0.000,0.000,0.000,0.000
4276,1703.850,0.884,0.884,0.000,0.000,0.000,0.000
4277,1704.281,0.943,0.943,0.000,0.000,0.000,0.000
4278,1704.712,0.000,-0.820,0.000,0.000,0.000,0.000
4279,1705.143,0.000,-1.468,0.000,0.000,0.000,0.000
4280,1705.574,1.415,1.415,0.000,0.000,0.000,0.000
4281,1706.005,0.000,-1.350,0.000,0.000,0.000,0.000
4282,1706.436,0.000,-0.116,0.000,0.000,0.000,0.000
4283,1706.867,0.002,0.002,0.000,0.000,0.000,0.000
4284,1707.299,1.826,1.826,0.000,0.000,0.000,0.000
4285,1707.730,0.000,-0.233,0.000,0.000,0.000,0.000
4286,1708.161,0.000,-1.350,0.000,0.000,0.000,0.000
4287,1708.592,0.000,-1.585,0.000,0.000,0.000,0.000
4288,1709.023,0.000,-0.644,0.000,0.000,0.000,0.000
4289,1709.454,0.000,-0.409,0.000,0.000,0.000,0.000
4290,1709.886,0.000,-0.820,0.000,0.000,0.000,0.000
4291,1710.317,1.119,1.119,0.000,0.000,0.000,0.000
4292,1710.748,0.000,-1.527,0.000,0.000,0.000,0.000
4293,1711.179,0.000,-0.761,0.000,0.000,0.000,0.000
4294,1711.610,0.532,0.532,0.000,0.000,0.000,0.000
4295,1712.042,0.000,-1.292,0.000,0.000,0.000,0.000
4296,1712.473,4.119,4.119,0.000,0.000,0.000,0.000
4297,1712.904,3.180,3.180,0.000,0.000,0.000,0.000
4298,1713.336,1.708,1.708,0.000,0.000,0.000,0.000
4299,1713.767,1.061,1.061,0.000,0.000,0.000,0.000
4300,1714.198,0.000,-1.174,0.000,0.000,0.000,0.000
4301,1714.630,0.000,-1.468,0.000,0.000,0.000,0.000
4302,1715.061,0.000,-0.703,0.000,0.000,0.000,0.000
4303,1715.492,2.295,2.295,0.000,0.000,0.000,0.000
4304,1715.924,1.415,1.415,0.000,0.000,0.000,0.000
4305,1716.355,0.061,0.061,0.000,0.000,0.000,0.000
4306,1716.787,1.943,1.943,0.000,0.000,0.000,0.000
4307,1717.218,0.767,0.767,0.000,0.000,0.000,0.000
4308,1717.650,0.180,0.180,0.000,0.000,0.000,0.000
4309,1718.081,0.000,-0.292,0.000,0.000,0.000,0.000
4310,1718.513,0.000,-0.409,0.000,0.000,0.000,0.000
4311,1718.944,0.000,-0.409,0.000,0.000,0.000,0.000
4312,1719.376,1.239,1.239,0.000,0.000,0.000,0.000
4313,1719.807,0.002,0.002,0.000,0.000,0.000,0.000
4314,1720.239,0.000,-0.233,0.000,0.000,0.000,0.000
4315,1720.670,0.000,-1.055,0.000,0.000,0.000,0.000
4316,1721.102,0.000,-0.174,0.000,0.000,0.000,0.000
4317,1721.534,0.000,-0.292,0.000,0.000,0.000,0.000
4318,1721.965,0.297,0.297,0.000,0.000,0.000,0.000
4319,1722.397,0.000,-1.468,0.000,0.000,0.000,0.000
4320,1722.828,0.532,0.532,0.000,0.000,0.000,0.000
4321,1723.260,0.000,-0.644,0.000,0.000,0.000,0.000
4322,1723.692,0.000,-0.409,0.000,0.000,0.000,0.000
4323,1724.123,0.000,-0.998,0.000,0.000,0.000,0.000
4324,1724.555,3.591,3.591,0.000,0.000,0.000,0.000
4325,1724.987,0.532,0.532,0.000,0.000,0.000,0.000
4326,1725.419,3.532,3.532,0.000,0.000,0.000,0.000
4327,1725.850,3.356,3.356,0.000,0.000,0.000,0.000
4328,1726.282,0.356,0.356,0.000,0.000,0.000,0.000
4329,1726.714,0.121,0.121,0.000,0.000,0.000,0.000
4330,1727.146,0.000,-0.350,0.000,0.000,0.000,0.000
4331,1727.577,0.239,0.239,0.000,0.000,0.000,0.000
4332,1728.009,3.297,3.297,0.000,0.000,0.000,0.000
4333,1728.441,0.473,0.473,0.000,0.000,0.000,0.000
4334,1728.873,0.591,0.591,0.000,0.000,0.000,0.000
4335,1729.305,0.121,0.121,0.000,0.000,0.000,0.000
4336,1729.737,0.121,0.121,0.000,0.000,0.000,0.000
4337,1730.169,0.473,0.473,0.000,0.000,0.000,0.000
4338,1730.601,1.532,1.532,0.000,0.000,0.000,0.000
4339,1731.032,0.000,-1.290,0.000,0.000,0.000,0.000
4340,1731.464,0.004,0.004,0.000,0.000,0.000,0.000
4341,1731.896,1.237,1.237,0.000,0.000,0.000,0.000
4342,1732.328,0.121,0.121,0.000,0.000,0.000,0.000
4343,1732.760,0.000,-1.938,0.000,0.000,0.000,0.000
4344,1733.192,0.000,-0.292,0.000,0.000,0.000,0.000
4345,1733.624,1.356,1.356,0.000,0.000,0.000,0.000
4346,1734.056,0.000,-1.644,0.000,0.000,0.000,0.000
4347,1734.488,1.650,1.650,0.000,0.000,0.000,0.000
4348,1734.920,1.297,1.297,0.000,0.000,0.000,0.000
4349,1735.352,0.000,-1.350,0.000,0.000,0.000,0.000
4350,1735.785,0.239,0.239,0.000,0.000,0.000,0.000
4351,1736.217,0.297,0.297,0.000,0.000,0.000,0.000
4352,1736.649,0.000,-0.292,0.000,0.000,0.000,0.000
4353,1737.081,0.532,0.532,0.000,0.000,0.000,0.000
4354,1737.513,0.000,-0.292,0.000,0.000,0.000,0.000
4355,1737.945,0.000,-1.938,0.000,0.000,0.000,0.000
4356,1738.377,0.297,0.297,0.000,0.000,0.000,0.000
4357,1738.810,0.297,0.297,0.000,0.000,0.000,0.000
4358,1739.242,2.121,2.121,0.000,0.000,0.000,0.000
4359,1739.674,0.000,-1.114,0.000,0.000,0.000,0.000
4360,1740.106,1.297,1.297,0.000,0.000,0.000,0.000
4361,1740.538,0.000,-0.174,0.000,0.000,0.000,0.000
4362,1740.971,0.000,-1.703,0.000,0.000,0.000,0.000
4363,1741.403,0.119,0.119,0.000,0.000,0.000,0.000
4364,1741.835,0.000,-0.644,0.000,0.000,0.000,0.000
4365,1742.268,0.000,-1.938,0.000,0.000,0.000,0.000
4366,1742.700,0.532,0.532,0.000,0.000,0.000,0.000
4367,1743.132,0.000,-0.703,0.000,0.000,0.000,0.000
4368,1743.565,0.000,-0.761,0.000,0.000,0.000,0.000
4369,1743.997,1.532,1.532,0.000,0.000,0.000,0.000
4370,1744.429,0.000,-0.350,0.000,0.000,0.000,0.000
4371,1744.862,0.000,-0.407,0.000,0.000,0.000,0.000
4372,1745.294,0.000,-1.585,0.000,0.000,0.000,0.000
4373,1745.727,0.000,-0.231,0.000,0.000,0.000,0.000
4374,1746.159,1.121,1.121,0.000,0.000,0.000,0.000
4375,1746.591,0.000,-0.644,0.000,0.000,0.000,0.000
4376,1747.024,0.000,-0.996,0.000,0.000,0.000,0.000
4377,1747.456,0.415,0.415,0.000,0.000,0.000,0.000
4378,1747.889,3.239,3.239,0.000,0.000,0.000,0.000
4379,1748.321,2.473,2.473,0.000,0.000,0.000,0.000
4380,1748.754,0.000,-0.879,0.000,0.000,0.000,0.000
4381,1749.186,0.000,-1.703,0.000,0.000,0.000,0.000
4382,1749.619,0.000,-0.938,0.000,0.000,0.000,0.000
4383,1750.052,0.000,-0.468,0.000,0.000,0.000,0.000
4384,1750.484,0.000,-0.761,0.000,0.000,0.000,0.000
4385,1750.917,0.000,-1.761,0.000,0.000,0.000,0.000
4386,1751.349,2.062,2.062,0.000,0.000,0.000,0.000
4387,1751.782,2.710,2.710,0.000,0.000,0.000,0.000
4388,1752.215,0.000,-0.585,0.000,0.000,0.000,0.000
4389,1752.647,2.062,2.062,0.000,0.000,0.000,0.000
4390,1753.080,0.239,0.239,0.000,0.000,0.000,0.000
4391,1753.513,0.000,-1.527,0.000,0.000,0.000,0.000
4392,1753.945,0.297,0.297,0.000,0.000,0.000,0.000
4393,1754.378,0.473,0.473,0.000,0.000,0.000,0.000
4394,1754.811,0.000,-0.703,0.000,0.000,0.000,0.000
4395,1755.244,2.121,2.121,0.000,0.000,0.000,0.000
4396,1755.676,0.473,0.473,0.000,0.000,0.000,0.000
4397,1756.109,1.062,1.062,0.000,0.000,0.000,0.000
4398,1756.542,0.000,-0.996,0.000,0.000,0.000,0.000
4399,1756.975,0.000,-1.055,0.000,0.000,0.000,0.000
4400,1757.408,0.000,-1.172,0.000,0.000,0.000,0.000
4401,1757.840,0.000,-0.879,0.000,0.000,0.000,0.000
4402,1758.273,0.000,-0.055,0.000,0.000,0.000,0.000
4403,1758.706,0.000,-0.527,0.000,0.000,0.000,0.000
4404,1759.139,0.000,-1.585,0.000,0.000,0.000,0.000
4405,1759.572,0.532,0.532,0.000,0.000,0.000,0.000
4406,1760.005,2.297,2.297,0.000,0.000,0.000,0.000
4407,1760.438,0.000,-0.996,0.000,0.000,0.000,0.000
4408,1760.871,1.004,1.004,0.000,0.000,0.000,0.000
4409,1761.304,0.650,0.650,0.000,0.000,0.000,0.000
4410,1761.737,0.000,-1.996,0.000,0.000,0.000,0.000
4411,1762.170,1.004,1.004,0.000,0.000,0.000,0.000
4412,1762.603,1.532,1.532,0.000,0.000,0.000,0.000
4413,1763.036,0.000,-1.996,0.000,0.000,0.000,0.000
4414,1763.469,0.000,-1.055,0.000,0.000,0.000,0.000
4415,1763.902,0.004,0.004,0.000,0.000,0.000,0.000
4416,1764.335,3.356,3.356,0.000,0.000,0.000,0.000
4417,1764.768,0.000,-0.642,0.000,0.000,0.000,0.000
4418,1765.201,0.591,0.591,0.000,0.000,0.000,0.000
4419,1765.634,1.532,1.532,0.000,0.000,0.000,0.000
4420,1766.067,0.945,0.945,0.000,0.000,0.000,0.000
4421,1766.500,3.297,3.297,0.000,0.000,0.000,0.000
4422,1766.933,1.356,1.356,0.000,0.000,0.000,0.000
4423,1767.366,0.000,-1.172,0.000,0.000,0.000,0.000
4424,1767.800,0.000,-0.938,0.000,0.000,0.000,0.000
4425,1768.233,0.121,0.121,0.000,0.000,0.000,0.000
4426,1768.666,0.000,-1.996,0.000,0.000,0.000,0.000
4427,1769.099,0.000,-0.174,0.000,0.000,0.000,0.000
4428,1769.532,0.000,-0.820,0.000,0.000,0.000,0.000
4429,1769.966,0.297,0.297,0.000,0.000,0.000,0.000
4430,1770.399,0.000,-1.583,0.000,0.000,0.000,0.000
4431,1770.832,0.000,-0.172,0.000,0.000,0.000,0.000
4432,1771.266,0.767,0.767,0.000,0.000,0.000,0.000
4433,1771.699,0.000,-1.290,0.000,0.000,0.000,0.000
4434,1772.132,0.000,-0.585,0.000,0.000,0.000,0.000
4435,1772.565,0.473,0.473,0.000,0.000,0.000,0.000
4436,1772.999,0.356,0.356,0.000,0.000,0.000,0.000
4437,1773.432,2.886,2.886,0.000,0.000,0.000,0.000
4438,1773.866,0.000,-0.114,0.000,0.000,0.000,0.000
4439,1774.299,2.062,2.062,0.000,0.000,0.000,0.000
4440,1774.732,1.062,1.062,0.000,0.000,0.000,0.000
4441,1775.166,0.000,-0.879,0.000,0.000,0.000,0.000
4442,1775.599,0.000,-1.644,0.000,0.000,0.000,0.000
4443,1776.033,3.532,3.532,0.000,0.000,0.000,0.000
4444,1776.466,0.000,-1.055,0.000,0.000,0.000,0.000
4445,1776.900,0.000,-2.114,0.000,0.000,0.000,0.000
4446,1777.333,0.000,-2.583,0.000,0.000,0.000,0.000
4447,1777.767,0.356,0.356,0.000,0.000,0.000,0.000
4448,1778.200,2.650,2.650,0.000,0.000,0.000,0.000
4449,1778.634,0.828,0.828,0.000,0.000,0.000,0.000
4450,1779.067,0.000,-0.879,0.000,0.000,0.000,0.000
4451,1779.501,2.062,2.062,0.000,0.000,0.000,0.000
4452,1779.934,1.004,1.004,0.000,0.000,0.000,0.000
4453,1780.368,0.000,-1.172,0.000,0.000,0.000,0.000
4454,1780.802,0.239,0.239,0.000,0.000,0.000,0.000
4455,1781.235,0.004,0.004,0.000,0.000,0.000,0.000
4456,1781.669,1.826,1.826,0.000,0.000,0.000,0.000
4457,1782.103,0.000,-0.879,0.000,0.000,0.000,0.000
4458,1782.536,1.356,1.356,0.000,0.000,0.000,0.000
4459,1782.970,0.000,-0.938,0.000,0.000,0.000,0.000
4460,1783.404,0.000,-0.703,0.000,0.000,0.000,0.000
4461,1783.837,0.886,0.886,0.000,0.000,0.000,0.000
4462,1784.271,0.000,-0.820,0.000,0.000,0.000,0.000
4463,1784.705,1.769,1.769,0.000,0.000,0.000,0.000
4464,1785.139,0.591,0.591,0.000,0.000,0.000,0.000
4465,1785.572,0.000,-0.585,0.000,0.000,0.000,0.000
4466,1786.006,0.532,0.532,0.000,0.000,0.000,0.000
4467,1786.440,0.000,-0.055,0.000,0.000,0.000,0.000
4468,1786.874,0.000,-0.703,0.000,0.000,0.000,0.000
4469,1787.308,0.000,-0.055,0.000,0.000,0.000,0.000
4470,1787.741,0.000,-0.583,0.000,0.000,0.000,0.000
4471,1788.175,0.000,-1.820,0.000,0.000,0.000,0.000
4472,1788.609,0.000,-0.761,0.000,0.000,0.000,0.000
4473,1789.043,0.000,-0.585,0.000,0.000,0.000,0.000
4474,1789.477,1.004,1.004,0.000,0.000,0.000,0.000
4475,1789.911,1.708,1.708,0.000,0.000,0.000,0.000
4476,1790.345,0.000,-1.114,0.000,0.000,0.000,0.000
4477,1790.779,0.000,-0.350,0.000,0.000,0.000,0.000
4478,1791.213,0.000,-2.583,0.000,0.000,0.000,0.000
4479,1791.647,1.180,1.180,0.000,0.000,0.000,0.000
4480,1792.081,4.356,4.356,0.000,0.000,0.000,0.000
4481,1792.515,0.000,-0.820,0.000,0.000,0.000,0.000
4482,1792.949,0.000,-0.703,0.000,0.000,0.000,0.000
4483,1793.383,0.000,-0.703,0.000,0.000,0.000,0.000
4484,1793.817,0.239,0.239,0.000,0.000,0.000,0.000
4485,1794.251,1.121,1.121,0.000,0.000,0.000,0.000
4486,1794.685,0.000,-0.761,0.000,0.000,0.000,0.000
4487,1795.119,0.000,-1.055,0.000,0.000,0.000,0.000
4488,1795.553,0.000,-0.998,0.000,0.000,0.000,0.000
4489,1795.987,0.708,0.708,0.000,0.000,0.000,0.000
4490,1796.421,1.297,1.297,0.000,0.000,0.000,0.000
4491,1796.856,0.000,-0.233,0.000,0.000,0.000,0.000
4492,1797.290,0.000,-0.409,0.000,0.000,0.000,0.000
4493,1797.724,0.004,0.004,0.000,0.000,0.000,0.000
4494,1798.158,0.000,-0.585,0.000,0.000,0.000,0.000
4495,1798.592,1.062,1.062,0.000,0.000,0.000,0.000
4496,1799.027,0.000,-1.468,0.000,0.000,0.000,0.000
4497,1799.461,0.000,-1.409,0.000,0.000,0.000,0.000
4498,1799.895,0.000,-0.350,0.000,0.000,0.000,0.000
4499,1800.329,0.650,0.650,0.000,0.000,0.000,0.000
4500,1800.764,0.000,-1.468,0.000,0.000,0.000,0.000
4501,1801.198,0.356,0.356,0.000,0.000,0.000,0.000
4502,1801.632,0.000,-1.409,0.000,0.000,0.000,0.000
4503,1802.067,0.000,-1.350,0.000,0.000,0.000,0.000
4504,1802.501,1.532,1.532,0.000,0.000,0.000,0.000
4505,1802.935,0.000,-0.292,0.000,0.000,0.000,0.000
4506,1803.370,0.000,-0.350,0.000,0.000,0.000,0.000
4507,1803.804,0.000,-0.703,0.000,0.000,0.000,0.000
4508,1804.238,0.000,-0.761,0.000,0.000,0.000,0.000
4509,1804.673,0.000,-0.703,0.000,0.000,0.000,0.000
4510,1805.107,4.415,4.415,0.000,0.000,0.000,0.000
4511,1805.542,0.767,0.767,0.000,0.000,0.000,0.000
4512,1805.976,0.000,-0.468,0.000,0.000,0.000,0.000
4513,1806.411,0.356,0.356,0.000,0.000,0.000,0.000
4514,1806.845,0.000,-1.409,0.000,0.000,0.000,0.000
4515,1807.280,0.000,-1.409,0.000,0.000,0.000,0.000
4516,1807.714,0.000,-0.585,0.000,0.000,0.000,0.000
4517,1808.149,0.000,-1.585,0.000,0.000,0.000,0.000
4518,1808.583,0.000,-0.879,0.000,0.000,0.000,0.000
4519,1809.018,2.297,2.297,0.000,0.000,0.000,0.000
4520,1809.453,1.532,1.532,0.000,0.000,0.000,0.000
4521,1809.887,3.062,3.062,0.000,0.000,0.000,0.000
4522,1810.322,1.121,1.121,0.000,0.000,0.000,0.000
4523,1810.756,0.000,-0.585,0.000,0.000,0.000,0.000
4524,1811.191,0.532,0.532,0.000,0.000,0.000,0.000
4525,1811.626,0.000,-0.938,0.000,0.000,0.000,0.000
4526,1812.060,0.000,-0.174,0.000,0.000,0.000,0.000
4527,1812.495,0.591,0.591,0.000,0.000,0.000,0.000
4528,1812.930,0.000,-1.233,0.000,0.000,0.000,0.000
4529,1813.364,0.000,-0.585,0.000,0.000,0.000,0.000
4530,1813.799,0.000,-1.703,0.000,0.000,0.000,0.000
4531,1814.234,1.767,1.767,0.000,0.000,0.000,0.000
4532,1814.669,0.000,-1.114,0.000,0.000,0.000,0.000
4533,1815.103,0.000,-1.527,0.000,0.000,0.000,0.000
4534,1815.538,0.767,0.767,0.000,0.000,0.000,0.000
4535,1815.973,0.356,0.356,0.000,0.000,0.000,0.000
4536,1816.408,0.000,-0.468,0.000,0.000,0.000,0.000
4537,1816.843,0.473,0.473,0.000,0.000,0.000,0.000
4538,1817.277,0.000,-1.350,0.000,0.000,0.000,0.000
4539,1817.712,0.000,-0.763,0.000,0.000,0.000,0.000
4540,1818.147,0.000,-1.174,0.000,0.000,0.000,0.000
4541,1818.582,2.180,2.180,0.000,0.000,0.000,0.000
4542,1819.017,0.002,0.002,0.000,0.000,0.000,0.000
4543,1819.452,0.000,-0.057,0.000,0.000,0.000,0.000
4544,1819.887,0.297,0.297,0.000,0.000,0.000,0.000
4545,1820.322,0.062,0.062,0.000,0.000,0.000,0.000
4546,1820.757,0.000,-1.292,0.000,0.000,0.000,0.000
4547,1821.192,0.000,-0.174,0.000,0.000,0.000,0.000
4548,1821.627,1.473,1.473,0.000,0.000,0.000,0.000
4549,1822.062,0.650,0.650,0.000,0.000,0.000,0.000
4550,1822.497,0.708,0.708,0.000,0.000,0.000,0.000
4551,1822.932,0.000,-0.585,0.000,0.000,0.000,0.000
4552,1823.367,0.000,-0.409,0.000,0.000,0.000,0.000
4553,1823.802,0.000,-0.174,0.000,0.000,0.000,0.000
4554,1824.237,0.000,-1.468,0.000,0.000,0.000,0.000
4555,1824.672,2.473,2.473,0.000,0.000,0.000,0.000
4556,1825.107,2.237,2.237,0.000,0.000,0.000,0.000
4557,1825.542,1.061,1.061,0.000,0.000,0.000,0.000
4558,1825.978,0.532,0.532,0.000,0.000,0.000,0.000
4559,1826.413,0.000,-0.116,0.000,0.000,0.000,0.000
4560,1826.848,0.000,-0.468,0.000,0.000,0.000,0.000
4561,1827.283,0.000,-1.409,0.000,0.000,0.000,0.000
4562,1827.718,1.826,1.826,0.000,0.000,0.000,0.000
4563,1828.153,1.002,1.002,0.000,0.000,0.000,0.000
4564,1828.589,0.061,0.061,0.000,0.000,0.000,0.000
4565,1829.024,0.000,-0.881,0.000,0.000,0.000,0.000
4566,1829.459,0.000,-0.174,0.000,0.000,0.000,0.000
4567,1829.894,1.061,1.061,0.000,0.000,0.000,0.000
4568,1830.330,0.000,-1.409,0.000,0.000,0.000,0.000
4569,1830.765,0.000,-1.585,0.000,0.000,0.000,0.000
4570,1831.200,0.354,0.354,0.000,0.000,0.000,0.000
4571,1831.636,0.000,-1.116,0.000,0.000,0.000,0.000
4572,1832.071,0.119,0.119,0.000,0.000,0.000,0.000
4573,1832.506,0.000,-0.116,0.000,0.000,0.000,0.000
4574,1832.942,0.000,-0.292,0.000,0.000,0.000,0.000
4575,1833.377,1.826,1.826,0.000,0.000,0.000,0.000
4576,1833.813,0.000,-1.644,0.000,0.000,0.000,0.000
4577,1834.248,0.000,-0.292,0.000,0.000,0.000,0.000
4578,1834.683,0.000,-0.057,0.000,0.000,0.000,0.000
4579,1835.119,0.000,-1.468,0.000,0.000,0.000,0.000
4580,1835.554,0.000,-1.174,0.000,0.000,0.000,0.000
4581,1835.990,0.000,-0.585,0.000,0.000,0.000,0.000
4582,1836.425,2.591,2.591,0.000,0.000,0.000,0.000
4583,1836.861,0.000,-0.233,0.000,0.000,0.000,0.000
4584,1837.296,0.119,0.119,0.000,0.000,0.000,0.000
4585,1837.732,0.061,0.061,0.000,0.000,0.000,0.000
4586,1838.167,1.178,1.178,0.000,0.000,0.000,0.000
4587,1838.603,0.000,-0.174,0.000,0.000,0.000,0.000
4588,1839.039,0.237,0.237,0.000,0.000,0.000,0.000
4589,1839.474,0.000,-1.350,0.000,0.000,0.000,0.000
4590,1839.910,0.000,-0.528,0.000,0.000,0.000,0.000
4591,1840.345,0.000,-0.233,0.000,0.000,0.000,0.000
4592,1840.781,0.000,-0.292,0.000,0.000,0.000,0.000
4593,1841.217,0.000,-0.233,0.000,0.000,0.000,0.000
4594,1841.652,0.826,0.826,0.000,0.000,0.000,0.000
4595,1842.088,0.000,-0.350,0.000,0.000,0.000,0.000
4596,1842.524,0.826,0.826,0.000,0.000,0.000,0.000
4597,1842.959,0.767,0.767,0.000,0.000,0.000,0.000
4598,1843.395,0.297,0.297,0.000,0.000,0.000,0.000
4599,1843.831,2.061,2.061,0.000,0.000,0.000,0.000
4600,1844.267,0.000,-0.881,0.000,0.000,0.000,0.000
4601,1844.702,0.000,-0.350,0.000,0.000,0.000,0.000
4602,1845.138,1.884,1.884,0.000,0.000,0.000,0.000
4603,1845.574,0.415,0.415,0.000,0.000,0.000,0.000
4604,1846.010,2.943,2.943,0.000,0.000,0.000,0.000
4605,1846.446,0.708,0.708,0.000,0.000,0.000,0.000
4606,1846.882,0.000,-0.116,0.000,0.000,0.000,0.000
4607,1847.317,2.002,2.002,0.000,0.000,0.000,0.000
4608,1847.753,1.413,1.413,0.000,0.000,0.000,0.000
4609,1848.189,0.000,-0.174,0.000,0.000,0.000,0.000
4610,1848.625,0.178,0.178,0.000,0.000,0.000,0.000
4611,1849.061,0.000,-0.585,0.000,0.000,0.000,0.000
4612,1849.497,0.000,-0.939,0.000,0.000,0.000,0.000
4613,1849.933,0.000,-0.057,0.000,0.000,0.000,0.000
4614,1850.369,2.884,2.884,0.000,0.000,0.000,0.000
4615,1850.805,0.295,0.295,0.000,0.000,0.000,0.000
4616,1851.241,0.061,0.061,0.000,0.000,0.000,0.000
4617,1851.677,0.000,-1.409,0.000,0.000,0.000,0.000
4618,1852.113,2.178,2.178,0.000,0.000,0.000,0.000
4619,1852.549,1.237,1.237,0.000,0.000,0.000,0.000
4620,1852.985,1.061,1.061,0.000,0.000,0.000,0.000
4621,1853.421,0.000,-0.939,0.000,0.000,0.000,0.000
4622,1853.857,0.943,0.943,0.000,0.000,0.000,0.000
4623,1854.293,0.000,-0.939,0.000,0.000,0.000,0.000
4624,1854.729,0.178,0.178,0.000,0.000,0.000,0.000
4625,1855.165,1.415,1.415,0.000,0.000,0.000,0.000
4626,1855.602,1.826,1.826,0.000,0.000,0.000,0.000
4627,1856.038,0.000,-0.527,0.000,0.000,0.000,0.000
4628,1856.474,0.295,0.295,0.000,0.000,0.000,0.000
4629,1856.910,0.000,-0.057,0.000,0.000,0.000,0.000
4630,1857.346,1.178,1.178,0.000,0.000,0.000,0.000
4631,1857.782,0.000,-1.409,0.000,0.000,0.000,0.000
4632,1858.219,0.000,-0.174,0.000,0.000,0.000,0.000
4633,1858.655,0.000,-0.998,0.000,0.000,0.000,0.000
4634,1859.091,0.002,0.002,0.000,0.000,0.000,0.000
4635,1859.527,0.061,0.061,0.000,0.000,0.000,0.000
4636,1859.964,0.000,-0.468,0.000,0.000,0.000,0.000
4637,1860.400,0.119,0.119,0.000,0.000,0.000,0.000
4638,1860.836,0.000,-0.057,0.000,0.000,0.000,0.000
4639,1861.273,0.000,-1.292,0.000,0.000,0.000,0.000
4640,1861.709,1.237,1.237,0.000,0.000,0.000,0.000
4641,1862.145,0.000,-0.646,0.000,0.000,0.000,0.000
4642,1862.582,0.000,-0.350,0.000,0.000,0.000,0.000
4643,1863.018,0.884,0.884,0.000,0.000,0.000,0.000
4644,1863.455,0.708,0.708,0.000,0.000,0.000,0.000
4645,1863.891,0.061,0.061,0.000,0.000,0.000,0.000
4646,1864.327,0.000,-0.350,0.000,0.000,0.000,0.000
4647,1864.764,0.943,0.943,0.000,0.000,0.000,0.000
4648,1865.200,1.650,1.650,0.000,0.000,0.000,0.000
4649,1865.637,1.650,1.650,0.000,0.000,0.000,0.000
4650,1866.073,1.943,1.943,0.000,0.000,0.000,0.000
4651,1866.510,0.000,-0.644,0.000,0.000,0.000,0.000
4652,1866.946,2.884,2.884,0.000,0.000,0.000,0.000
4653,1867.383,0.000,-0.998,0.000,0.000,0.000,0.000
4654,1867.819,0.000,-0.409,0.000,0.000,0.000,0.000
4655,1868.256,0.000,-0.116,0.000,0.000,0.000,0.000
4656,1868.693,1.237,1.237,0.000,0.000,0.000,0.000
4657,1869.129,0.943,0.943,0.000,0.000,0.000,0.000
4658,1869.566,0.000,-0.116,0.000,0.000,0.000,0.000
4659,1870.002,0.178,0.178,0.000,0.000,0.000,0.000
4660,1870.439,1.002,1.002,0.000,0.000,0.000,0.000
4661,1870.876,0.178,0.178,0.000,0.000,0.000,0.000
4662,1871.312,0.178,0.178,0.000,0.000,0.000,0.000
4663,1871.749,0.237,0.237,0.000,0.000,0.000,0.000
4664,1872.186,0.532,0.532,0.000,0.000,0.000,0.000
4665,1872.622,0.000,-0.233,0.000,0.000,0.000,0.000
4666,1873.059,0.000,-0.057,0.000,0.000,0.000,0.000
4667,1873.496,0.000,-0.350,0.000,0.000,0.000,0.000
4668,1873.933,0.119,0.119,0.000,0.000,0.000,0.000
4669,1874.369,0.295,0.295,0.000,0.000,0.000,0.000
4670,1874.806,0.002,0.002,0.000,0.000,0.000,0.000
4671,1875.243,0.000,-0.233,0.000,0.000,0.000,0.000
4672,1875.680,0.000,-0.881,0.000,0.000,0.000,0.000
