ch,keV,net,fit,model,continuum_raw,Eu-152,Esc-NaI
845,2516.308,0.000,-0.433,0.000,0.000,0.000,0.000
846,2519.245,0.000,-0.567,0.000,0.000,0.000,0.000
847,2522.182,1.267,1.267,0.000,0.000,0.000,0.000
848,2525.119,0.000,-0.733,0.000,0.000,0.000,0.000
849,2528.055,0.000,-0.433,0.000,0.000,0.000,0.000
850,2530.990,0.000,-0.533,0.000,0.000,0.000,0.000
851,2533.925,0.300,0.300,0.000,0.000,0.000,0.000
852,2536.859,0.067,0.067,0.000,0.000,0.000,0.000
853,2539.793,0.333,0.333,0.000,0.000,0.000,0.000
854,2542.726,1.300,1.300,0.000,0.000,0.000,0.000
855,2545.659,0.000,-0.733,0.000,0.000,0.000,0.000
856,2548.591,0.000,-1.067,0.000,0.000,0.000,0.000
857,2551.522,0.000,-0.867,0.000,0.000,0.000,0.000
858,2554.453,1.233,1.233,0.000,0.000,0.000,0.000
859,2557.383,0.000,-0.233,0.000,0.000,0.000,0.000
860,2560.313,0.300,0.300,0.000,0.000,0.000,0.000
861,2563.242,0.333,0.333,0.000,0.000,0.000,0.000
862,2566.171,0.000,-0.933,0.000,0.000,0.000,0.000
863,2569.098,0.000,-0.067,0.000,0.000,0.000,0.000
864,2572.026,0.200,0.200,0.000,0.000,0.000,0.000
865,2574.953,0.833,0.833,0.000,0.000,0.000,0.000
866,2577.879,0.000,-0.167,0.000,0.000,0.000,0.000
867,2580.805,0.000,-0.300,0.000,0.000,0.000,0.000
868,2583.730,0.567,0.567,0.000,0.000,0.000,0.000
869,2586.654,0.000,-1.100,0.000,0.000,0.000,0.000
870,2589.578,1.300,1.300,0.000,0.000,0.000,0.000
871,2592.501,0.000,-0.033,0.000,0.000,0.000,0.000
872,2595.424,0.000,-1.467,0.000,0.000,0.000,0.000
873,2598.346,0.000,-1.100,0.000,0.000,0.000,0.000
874,2601.268,2.967,2.967,0.000,0.000,0.000,0.000
875,2604.188,0.767,0.767,0.000,0.000,0.000,0.000
876,2607.109,0.000,-0.167,0.000,0.000,0.000,0.000
877,2610.029,3.700,3.700,0.000,0.000,0.000,0.000
878,2612.948,2.800,2.800,0.000,0.000,0.000,0.000
879,2615.866,0.000,-1.300,0.000,0.000,0.000,0.000
880,2618.784,0.000,-0.333,0.000,0.000,0.000,0.000
881,2621.701,0.800,0.800,0.000,0.000,0.000,0.000
882,2624.618,0.000,-1.267,0.000,0.000,0.000,0.000
883,2627.534,0.000,-0.133,0.000,0.000,0.000,0.000
884,2630.450,0.000,-1.267,0.000,0.000,0.000,0.000
885,2633.365,1.733,1.733,0.000,0.000,0.000,0.000
886,2636.279,0.000,0.000,0.000,0.000,0.000,0.000
887,2639.192,0.000,-0.900,0.000,0.000,0.000,0.000
888,2642.105,1.333,1.333,0.000,0.000,0.000,0.000
889,2645.018,0.000,-1.167,0.000,0.000,0.000,0.000
890,2647.930,0.267,0.267,0.000,0.000,0.000,0.000
891,2650.841,0.000,-0.133,0.000,0.000,0.000,0.000
892,2653.751,1.300,1.300,0.000,0.000,0.000,0.000
893,2656.661,0.000,-0.700,0.000,0.000,0.000,0.000
894,2659.571,0.267,0.267,0.000,0.000,0.000,0.000
895,2662.479,0.000,-0.733,0.000,0.000,0.000,0.000
896,2665.387,0.000,-0.800,0.000,0.000,0.000,0.000
897,2668.295,0.000,-0.733,0.000,0.000,0.000,0.000
898,2671.201,1.567,1.567,0.000,0.000,0.000,0.000
899,2674.108,0.000,-0.500,0.000,0.000,0.000,0.000
900,2677.013,0.533,0.533,0.000,0.000,0.000,0.000
901,2679.918,0.000,-0.467,0.000,0.000,0.000,0.000
902,2682.822,0.000,-0.600,0.000,0.000,0.000,0.000
903,2685.726,1.633,1.633,0.000,0.000,0.000,0.000
904,2688.629,0.000,-0.433,0.000,0.000,0.000,0.000
905,2691.531,0.000,-0.433,0.000,0.000,0.000,0.000
906,2694.433,0.000,-0.567,0.000,0.000,0.000,0.000
907,2697.334,0.000,-0.300,0.000,0.000,0.000,0.000
908,2700.234,0.500,0.500,0.000,0.000,0.000,0.000
909,2703.134,0.000,-0.500,0.000,0.000,0.000,0.000
910,2706.033,0.000,-0.467,0.000,0.000,0.000,0.000
911,2708.931,0.000,-0.333,0.000,0.000,0.000,0.000
912,2711.829,0.000,-0.267,0.000,0.000,0.000,0.000
913,2714.726,0.000,-0.267,0.000,0.000,0.000,0.000
914,2717.623,1.467,1.467,0.000,0.000,0.000,0.000
915,2720.518,0.000,-0.433,0.000,0.000,0.000,0.000
916,2723.414,0.000,-0.267,0.000,0.000,0.000,0.000
917,2726.308,0.000,-0.533,0.000,0.000,0.000,0.000
918,2729.202,0.000,-0.300,0.000,0.000,0.000,0.000
919,2732.095,0.000,-0.200,0.000,0.000,0.000,0.000
920,2734.988,0.000,-0.433,0.000,0.000,0.000,0.000
921,2737.879,0.000,-0.367,0.000,0.000,0.000,0.000
922,2740.770,0.533,0.533,0.000,0.000,0.000,0.000
923,2743.661,1.867,1.867,0.000,0.000,0.000,0.000
924,2746.551,0.000,-0.400,0.000,0.000,0.000,0.000
925,2749.440,0.000,-0.233,0.000,0.000,0.000,0.000
926,2752.328,2.667,2.667,0.000,0.000,0.000,0.000
927,2755.216,0.500,0.500,0.001,0.001,0.000,0.000
928,2758.103,0.000,-0.200,0.001,0.001,0.000,0.000
929,2760.990,0.000,-0.300,0.001,0.001,0.000,0.000
930,2763.875,0.000,-0.367,0.001,0.001,0.000,0.000
931,2766.760,0.000,-0.400,0.001,0.001,0.000,0.000
932,2769.645,0.000,-0.267,0.001,0.001,0.000,0.000
933,2772.529,0.000,-0.367,0.001,0.001,0.000,0.000
934,2775.412,0.000,-0.267,0.002,0.002,0.000,0.000
935,2778.294,0.733,0.733,0.002,0.002,0.000,0.000
936,2781.175,0.767,0.767,0.002,0.002,0.000,0.000
937,2784.056,0.000,-0.400,0.002,0.002,0.000,0.000
938,2786.937,0.000,-0.367,0.002,0.002,0.000,0.000
939,2789.816,0.000,-0.300,0.002,0.002,0.000,0.000
940,2792.695,0.000,-0.300,0.003,0.003,0.000,0.000
941,2795.573,0.000,-0.233,0.003,0.003,0.000,0.000
942,2798.451,0.000,-0.333,0.003,0.003,0.000,0.000
943,2801.327,0.633,0.633,0.003,0.003,0.000,0.000
944,2804.203,0.000,-0.367,0.003,0.003,0.000,0.000
945,2807.079,0.000,-0.200,0.003,0.003,0.000,0.000
946,2809.953,0.000,-0.467,0.003,0.003,0.000,0.000
947,2812.827,0.000,-0.333,0.004,0.004,0.000,0.000
948,2815.701,0.667,0.667,0.004,0.004,0.000,0.000
949,2818.573,0.000,-0.367,0.004,0.004,0.000,0.000
950,2821.445,0.000,-0.300,0.004,0.004,0.000,0.000
951,2824.316,0.000,-0.300,0.004,0.004,0.000,0.000
952,2827.186,0.000,-0.200,0.004,0.004,0.000,0.000
953,2830.056,0.000,-0.400,0.004,0.004,0.000,0.000
954,2832.925,0.000,-0.300,0.005,0.005,0.000,0.000
955,2835.793,0.667,0.667,0.005,0.005,0.000,0.000
956,2838.661,0.600,0.600,0.005,0.005,0.000,0.000
957,2841.527,0.000,-0.300,0.005,0.005,0.000,0.000
958,2844.393,0.000,-0.300,0.005,0.005,0.000,0.000
959,2847.259,0.833,0.833,0.005,0.005,0.000,0.000
960,2850.123,0.000,-0.200,0.006,0.006,0.000,0.000
961,2852.987,0.000,-0.467,0.006,0.006,0.000,0.000
962,2855.850,0.000,-0.267,0.006,0.006,0.000,0.000
963,2858.713,0.000,-0.167,0.006,0.006,0.000,0.000
964,2861.574,0.000,-0.433,0.006,0.006,0.000,0.000
965,2864.435,0.000,-0.100,0.006,0.006,0.000,0.000
966,2867.295,0.000,-0.333,0.006,0.006,0.000,0.000
967,2870.155,0.000,-0.400,0.007,0.007,0.000,0.000
968,2873.014,0.000,-0.333,0.007,0.007,0.000,0.000
969,2875.872,0.633,0.633,0.007,0.007,0.000,0.000
970,2878.729,0.000,-0.333,0.007,0.007,0.000,0.000
971,2881.585,0.000,-0.467,0.007,0.007,0.000,0.000
972,2884.441,0.767,0.767,0.007,0.007,0.000,0.000
973,2887.296,0.000,-0.200,0.007,0.007,0.000,0.000
974,2890.150,0.000,-0.333,0.008,0.008,0.000,0.000
975,2893.004,0.833,0.833,0.008,0.008,0.000,0.000
976,2895.857,0.767,0.767,0.008,0.008,0.000,0.000
977,2898.709,0.000,-0.367,0.008,0.008,0.000,0.000
978,2901.560,0.000,-0.300,0.008,0.008,0.000,0.000
979,2904.410,0.000,-0.367,0.008,0.008,0.000,0.000
980,2907.260,0.767,0.767,0.008,0.008,0.000,0.000
981,2910.109,0.000,-0.233,0.009,0.009,0.000,0.000
982,2912.957,0.000,-0.300,0.009,0.009,0.000,0.000
983,2915.805,0.000,-0.233,0.009,0.009,0.000,0.000
984,2918.651,0.000,-0.333,0.009,0.009,0.000,0.000
985,2921.497,0.700,0.700,0.009,0.009,0.000,0.000
986,2924.342,0.733,0.733,0.009,0.009,0.000,0.000
987,2927.187,0.800,0.800,0.010,0.010,0.000,0.000
988,2930.030,0.800,0.800,0.010,0.010,0.000,0.000
989,2932.873,0.533,0.533,0.010,0.010,0.000,0.000
990,2935.715,0.000,-0.233,0.010,0.010,0.000,0.000
991,2938.556,0.000,-0.300,0.010,0.010,0.000,0.000
992,2941.397,0.000,-0.267,0.010,0.010,0.000,0.000
993,2944.237,0.800,0.800,0.010,0.010,0.000,0.000
994,2947.075,0.000,-0.300,0.011,0.011,0.000,0.000
995,2949.914,0.767,0.767,0.011,0.011,0.000,0.000
996,2952.751,0.000,-0.400,0.011,0.011,0.000,0.000
997,2955.588,0.000,-0.200,0.011,0.011,0.000,0.000
998,2958.423,0.000,-0.233,0.011,0.011,0.000,0.000
999,2961.258,0.000,-0.200,0.011,0.011,0.000,0.000
1000,2964.093,0.000,-0.333,0.011,0.011,0.000,0.000
1001,2966.926,0.000,-0.267,0.012,0.012,0.000,0.000
1002,2969.759,0.000,-0.267,0.012,0.012,0.000,0.000
1003,2972.591,0.000,-0.367,0.012,0.012,0.000,0.000
1004,2975.422,0.000,-0.267,0.012,0.012,0.000,0.000
1005,2978.252,0.000,-0.400,0.012,0.012,0.000,0.000
1006,2981.081,0.767,0.767,0.012,0.012,0.000,0.000
1007,2983.910,0.000,-0.067,0.012,0.012,0.000,0.000
1008,2986.738,0.000,-0.300,0.013,0.013,0.000,0.000
1009,2989.565,0.000,-0.433,0.013,0.013,0.000,0.000
1010,2992.391,0.000,-0.367,0.013,0.013,0.000,0.000
1011,2995.217,0.000,-0.333,0.013,0.013,0.000,0.000
1012,2998.041,0.000,-0.133,0.013,0.013,0.000,0.000
1013,3000.865,0.000,-0.133,0.013,0.013,0.000,0.000
1014,3003.688,0.000,-0.300,0.014,0.014,0.000,0.000
1015,3006.510,0.733,0.733,0.014,0.014,0.000,0.000
1016,3009.332,0.767,0.767,0.014,0.014,0.000,0.000
1017,3012.152,0.000,-0.267,0.014,0.014,0.000,0.000
1018,3014.972,0.733,0.733,0.014,0.014,0.000,0.000
1019,3017.791,0.700,0.700,0.014,0.014,0.000,0.000
1020,3020.609,0.000,-0.200,0.014,0.014,0.000,0.000
1021,3023.426,0.000,-0.167,0.015,0.015,0.000,0.000
1022,3026.243,0.000,-0.233,0.015,0.015,0.000,0.000
1023,3029.059,0.733,0.733,0.015,0.015,0.000,0.000
