key,det,part,min_range_keV,curve_floor_keV,adc_floor_keV,fit_lo_ch,fit_lo_keV,line_floor_keV,lines_below,audited_lines,chi2ndf,model_residual_pct,data_total,data_below,model_below,continuum_below,images_below,area_lines_below
G1S16_Ba133_P5,G1S16,known,30.00,20.00,9.12,0,-4.84,30.00,0,0,283.2017,24.75,4673220.2,903240.0,918744.8,24.2,918720.6,0.0
G1S16_Cd109_P5,G1S16,known,30.00,20.00,7.94,0,-6.35,30.00,0,0,180.6703,87.21,240792.8,181626.0,599.6,599.6,0.0,0.0
G1S16_Ce139_P5,G1S16,known,30.00,20.00,8.34,0,-5.89,30.00,0,0,14.7502,23.80,249576.7,25758.0,25111.6,1075.5,24036.1,0.0
G1S16_Co57_P5,G1S16,known,30.00,20.00,6.88,0,-7.36,30.00,0,0,1.1594,14.45,8186.8,40.3,48.2,48.2,0.0,0.0
G1S16_Co60_P5,G1S16,known,30.00,20.00,1.24,0,-13.06,30.00,0,0,53.1942,13.45,2911373.2,34623.2,30474.2,30474.2,0.0,0.0
G1S16_Cs137_P5,G1S16,known,30.00,20.00,3.39,0,-10.86,30.00,0,0,49.5524,9.97,4955835.8,352756.0,366128.7,13.0,366115.6,0.0
G1S16_Eu152_P5,G1S16,known,30.00,20.00,6.25,0,-8.03,30.00,0,0,204.4887,20.22,5019321.6,109981.3,99429.1,51033.4,48395.7,0.0
G1S16_Mn54_P5,G1S16,known,30.00,20.00,1.06,0,-43.75,30.00,0,0,6.7547,9.42,656470.7,27129.8,26082.2,26082.2,0.0,0.0
G1S16_Na22_P5,G1S16,known,30.00,20.00,20.80,0,6.94,30.00,0,0,70.9147,11.64,5185070.6,6440.6,2271.9,2271.9,0.0,0.0
G1S16_Th228_P5,G1S16,known,30.00,20.00,1.01,0,-16.72,30.00,0,0,13.6427,18.90,365610.8,7721.3,6866.3,4456.8,2409.5,0.0
G1S16_Y88_P5,G1S16,known,30.00,20.00,1.24,0,-13.08,30.00,0,0,1.4188,9.72,50508.2,644.2,537.0,537.0,0.0,0.0
G1S24_Cs137_P25,G1S24,known,30.00,20.00,11.40,0,-2.38,30.00,0,0,23.3454,16.23,965016.9,13209.3,13362.5,0.0,13362.5,0.0
G1S24_Na22_P25,G1S24,known,30.00,20.00,5.23,0,-8.46,30.00,0,0,17.8488,6.03,4807167.8,51990.7,48815.6,48815.6,0.0,0.0
G1S24_Th228_P25,G1S24,known,30.00,20.00,10.33,0,-3.44,30.00,0,0,8.0116,7.30,1592342.3,11272.6,10132.3,6385.3,3747.0,0.0
G1S24_Y88_P25,G1S24,known,30.00,20.00,11.17,0,-2.60,30.00,0,0,2.2276,5.37,513855.6,1593.3,1392.1,1392.1,0.0,0.0
G1S24_Am241_P5,G1S24,known,30.00,20.00,0.22,0,-14.71,30.00,0,0,131.6583,19.72,3407676.8,377302.1,311667.1,77059.3,234607.7,0.0
G1S24_Ba133_P5,G1S24,known,30.00,20.00,7.47,0,-6.40,30.00,0,0,573.0492,25.86,8693353.3,2121574.3,2211256.4,49302.1,2161954.2,0.0
G1S24_Bi207_P5,G1S24,known,30.00,20.00,15.05,0,1.35,30.00,0,0,211.0956,11.88,14994588.8,26980.3,38588.5,38569.7,18.8,0.0
G1S24_Cd109_P5,G1S24,known,30.00,20.00,7.38,0,-6.70,30.00,0,0,36.0272,77.25,60818.6,35435.9,359.4,359.4,0.0,0.0
G1S24_Co60_P5,G1S24,known,30.00,20.00,16.82,0,3.09,30.00,0,0,97.3639,13.53,5316379.5,3584.4,4036.0,4036.0,0.0,0.0
G1S24_Cs137_P5,G1S24,known,30.00,20.00,10.75,0,-2.95,30.00,0,0,177.8797,18.24,5407373.6,160744.9,172776.6,0.0,172776.6,0.0
G1S24_Eu152_P5,G1S24,known,30.00,20.00,8.83,0,-5.00,30.00,0,0,1186.4892,16.43,44221021.0,364320.3,330334.0,142804.2,187529.8,0.0
G1S24_Na22_P5,G1S24,known,30.00,20.00,30.71,0,17.36,30.00,0,0,650.6932,15.26,28074105.9,0.0,5.7,5.7,0.0,0.0
G1S24_Th228_P5,G1S24,known,30.00,20.00,1.26,0,-15.62,30.00,0,0,310.0267,9.20,36688161.6,826281.6,773362.9,401347.7,372015.2,0.0
G1S24_Y88_P5,G1S24,known,30.00,20.00,1.75,0,-20.65,30.00,0,0,29.9009,8.55,3995085.9,59100.1,58384.7,58384.7,0.0,0.0
G1S24_Zn65_P5,G1S24,known,30.00,20.00,8.89,0,-4.99,30.00,0,0,1.1632,8.62,30394.7,153.9,128.3,128.3,0.0,0.0
