спектров понятной части: 42
model-b0 == lin по chi2ndf (строка в строку): 42 из 42
lin == out_rev16_mini дерева по chi2ndf: 42 из 42 (в базе есть 42)

spectrum                   lin  model-b0  model-b1    lit-b1model-free  lit-free |  lin mode mode lit- mode lit- |  β model-free    β lit-free
AS80_Cs137_0cm            8.40      8.40      8.41      8.51      8.41      8.51 |    2    2    2    2    2    2 |   1.0011 подб   0.9999 подб
AS80_Lu176                5.76      5.76      6.04      6.53      6.04      6.53 |    2    2    2    2    2    2 |   0.9999 подб   0.9999 подб
ASN16_Lu176               3.16      3.16      4.21      6.89      4.21      6.89 |    2    2    2    2    2    2 |   1.0000 подб   0.9999 подб
ASN16_Lu176_P0            0.36      0.36      0.43      0.56      0.43      0.56 |    2    2    2    2    2    2 |   1.0000 подб   1.0000 подб
G1S16_Am241_P25           2.66      2.66      2.80      2.64      2.80      2.64 |    1    1    1    1    1    1 |   0.9968 подб   0.9962 подб
G1S16_Am241_P5            5.95      5.95      6.38      5.84      6.38      5.84 |    1    1    1    1    1    1 |   0.9977 подб   0.9967 подб
G1S16_Ba133_P25           3.10      3.10      2.85      2.39      2.62      2.19 |    3    3    3    3    4    4 |   2.8283 подб   0.7946 подб
G1S16_Ba133_P5           13.02     13.02     11.63      8.88     10.39      8.79 |    3    3    3    4    4    4 |   3.1827 подб   0.9003 подб
G1S16_Cd109_P25           1.46      1.46      1.46      1.47      1.46      1.47 |    2    2    2    2    2    2 |   1.0028 подб   1.0026 подб
G1S16_Cd109_P5            3.06      3.06      3.13      3.18      3.13      3.18 |    2    2    2    2    2    2 |   1.0007 подб   1.0012 подб
G1S16_Ce139_P25           1.32      1.32      1.32      1.32      1.32      1.32 |    2    2    2    2    2    2 |   0.9995 подб   0.9997 подб
G1S16_Ce139_P5            3.12      3.12      3.08      3.15      3.08      3.15 |    2    2    2    2    2    2 |   0.9998 подб   1.0001 подб
G1S16_Co57_P5             1.02      1.02      1.02      1.03      1.02      1.03 |    1    1    1    1    1    1 |   1.0003 подб   1.0004 подб
G1S16_Co60_P25            1.68      1.68      1.71      1.87      1.71      1.87 |    2    2    2    2    2    2 |   0.9999 подб   1.0000 подб
G1S16_Co60_P5             9.63      9.63     10.05     11.11     10.05     11.11 |    2    2    2    2    2    2 |   0.9999 подб   1.0000 подб
G1S16_Cs137_P25           1.95      1.95      1.99      2.14      1.99      2.14 |    2    2    2    2    2    2 |   1.0001 подб   0.9999 подб
G1S16_Cs137_P5            7.93      7.93      7.99      8.33      7.99      8.33 |    2    2    2    2    2    2 |   0.9995 подб   0.9995 подб
G1S16_Eu152_P25           4.38      4.38      4.02      3.09      3.17      2.46 |    5    5    5    5    6    7 |   3.5689 подб   0.7045 подб
G1S16_Eu152_P5           14.36     14.36     13.87      9.39     10.65      8.69 |    4    4    4    6    6    7 |   4.3409 подб   0.8087 подб
G1S16_Mn54_P25            1.64      1.64      1.62      1.67      1.62      1.67 |    1    1    1    1    1    1 |   0.9998 подб   0.9998 подб
G1S16_Mn54_P5             3.83      3.83      3.96      4.21      3.96      4.21 |    1    1    1    1    1    1 |   1.0001 подб   1.0001 подб
G1S16_Na22_P25            4.30      4.30      4.12      4.11      4.12      4.11 |    2    2    2    2    2    2 |   0.9998 подб   0.9998 подб
G1S16_Na22_P5            12.70     12.70     12.58     12.45     12.58     12.45 |    2    2    2    2    2    2 |   0.9999 подб   0.9999 подб
G1S16_Th228_P25           1.26      1.26      1.26      1.28      1.27      1.24 |    7    7    7    6    7    7 |   0.2425 подб   0.2986 подб
G1S16_Th228_P5            4.48      4.48      4.04      3.04      3.40      2.69 |    5    5    4    6    6    7 |   6.4528 подб   1.7250 подб
G1S16_Y88_P25             1.23      1.23      1.25      1.33      1.25      1.33 |    2    2    2    2    2    2 |   0.9996 подб   0.9999 подб
G1S16_Y88_P5              1.31      1.31      1.32      1.32      1.32      1.32 |    2    2    2    2    2    2 |   1.0003 подб   1.0003 подб
G1S24_Am241_P5           11.56     11.56     12.40     11.19     12.40     11.19 |    1    1    1    1    1    1 |   0.9998 подб   0.9997 подб
G1S24_Ba133_P5           19.56     19.56     17.19     14.64     14.83     14.84 |    3    3    3    4    4    4 |   3.5796 подб   1.0117 подб
G1S24_Bi207_P5           20.69     20.69     20.62     22.75     20.80     20.76 |    4    4    4    4    4    4 |   1.5637 подб   0.3375 подб
G1S24_Cd109_P5            2.42      2.42      2.44      2.43      2.44      2.43 |    2    2    2    2    2    2 |   1.0092 подб   1.0101 подб
G1S24_Co60_P5            10.75     10.75     11.08     12.45     11.08     12.45 |    2    2    2    2    2    2 |   0.9997 подб   0.9998 подб
G1S24_Cs137_P25           3.60      3.60      3.82      4.48      3.82      4.48 |    2    2    2    2    2    2 |   1.0006 подб   1.0003 подб
G1S24_Cs137_P5           13.69     13.69     14.31     16.53     14.31     16.53 |    2    2    2    2    2    2 |   0.9994 подб   0.9997 подб
G1S24_Eu152_P5           33.98     33.98     32.23     39.58     31.88     28.95 |    5    5    5    4    5    6 |   2.0353 подб   0.5930 подб
G1S24_Na22_P25            6.60      6.60      6.59      6.43      6.59      6.43 |    2    2    2    2    2    2 |   0.9998 подб   0.9998 подб
G1S24_Na22_P5            33.93     33.93     33.78     33.71     33.78     33.71 |    2    2    2    2    2    2 |   0.9999 подб   1.0000 подб
G1S24_Th228_P25           3.88      3.88      4.12      5.83      3.67      3.72 |    7    7    7    5    7    7 |  -3.1338 подб  -0.5205 подб
G1S24_Th228_P5           20.98     20.98     20.32     22.80     19.98     19.20 |    7    7    7    7    7    7 |   1.2828 подб   0.3173 подб
G1S24_Y88_P25             2.09      2.09      2.24      2.06      2.24      2.06 |    2    2    2    2    2    2 |   1.0000 подб   1.0000 подб
G1S24_Y88_P5             11.78     11.78     13.90     17.91     13.90     17.91 |    2    2    2    2    2    2 |   1.0001 подб   1.0001 подб
G1S24_Zn65_P5             1.14      1.14      1.15      1.20      1.15      1.20 |    1    1    1    1    1    1 |   1.0001 подб   1.0001 подб

lin         Σχ²/ndf 319.7  медиана 4.09  хуже lin у 0  лучше у 0
model-b0    Σχ²/ndf 319.7  медиана 4.09  хуже lin у 0  лучше у 0
model-b1    Σχ²/ndf 318.8  медиана 4.08  хуже lin у 22  лучше у 14
lit-b1      Σχ²/ndf 331.7  медиана 4.34  хуже lin у 25  лучше у 14
model-free  Σχ²/ndf 309.3  медиана 3.89  хуже lin у 23  лучше у 14
lit-free    Σχ²/ndf 311.6  медиана 4.16  хуже lin у 21  лучше у 18

model-b0: хуже lin у 0: 
model-b0: лучше lin у 0; крупнейшие: 
model-b1: хуже lin у 22: G1S24_Y88_P5 11.78→13.90; ASN16_Lu176 3.16→4.21; G1S24_Am241_P5 11.56→12.40; G1S24_Cs137_P5 13.69→14.31; G1S16_Am241_P5 5.95→6.38; G1S16_Co60_P5 9.63→10.05; G1S24_Co60_P5 10.75→11.08; AS80_Lu176 5.76→6.04; G1S24_Th228_P25 3.88→4.12; G1S24_Cs137_P25 3.60→3.82
model-b1: лучше lin у 14; крупнейшие: G1S24_Ba133_P5 19.56→17.19; G1S24_Eu152_P5 33.98→32.23; G1S16_Ba133_P5 13.02→11.63; G1S24_Th228_P5 20.98→20.32; G1S16_Eu152_P5 14.36→13.87; G1S16_Th228_P5 4.48→4.04; G1S16_Eu152_P25 4.38→4.02; G1S16_Ba133_P25 3.10→2.85
lit-b1: хуже lin у 25: G1S24_Y88_P5 11.78→17.91; G1S24_Eu152_P5 33.98→39.58; ASN16_Lu176 3.16→6.89; G1S24_Cs137_P5 13.69→16.53; G1S24_Bi207_P5 20.69→22.75; G1S24_Th228_P25 3.88→5.83; G1S24_Th228_P5 20.98→22.80; G1S24_Co60_P5 10.75→12.45; G1S16_Co60_P5 9.63→11.11; G1S24_Cs137_P25 3.60→4.48
lit-b1: лучше lin у 14; крупнейшие: G1S16_Eu152_P5 14.36→9.39; G1S24_Ba133_P5 19.56→14.64; G1S16_Ba133_P5 13.02→8.88; G1S16_Th228_P5 4.48→3.04; G1S16_Eu152_P25 4.38→3.09; G1S16_Ba133_P25 3.10→2.39; G1S24_Am241_P5 11.56→11.19; G1S16_Na22_P5 12.70→12.45
model-free: хуже lin у 23: G1S24_Y88_P5 11.78→13.90; ASN16_Lu176 3.16→4.21; G1S24_Am241_P5 11.56→12.40; G1S24_Cs137_P5 13.69→14.31; G1S16_Am241_P5 5.95→6.38; G1S16_Co60_P5 9.63→10.05; G1S24_Co60_P5 10.75→11.08; AS80_Lu176 5.76→6.04; G1S24_Cs137_P25 3.60→3.82; G1S24_Y88_P25 2.09→2.24
model-free: лучше lin у 14; крупнейшие: G1S24_Ba133_P5 19.56→14.83; G1S16_Eu152_P5 14.36→10.65; G1S16_Ba133_P5 13.02→10.39; G1S24_Eu152_P5 33.98→31.88; G1S16_Eu152_P25 4.38→3.17; G1S16_Th228_P5 4.48→3.40; G1S24_Th228_P5 20.98→19.98; G1S16_Ba133_P25 3.10→2.62
lit-free: хуже lin у 21: G1S24_Y88_P5 11.78→17.91; ASN16_Lu176 3.16→6.89; G1S24_Cs137_P5 13.69→16.53; G1S24_Co60_P5 10.75→12.45; G1S16_Co60_P5 9.63→11.11; G1S24_Cs137_P25 3.60→4.48; AS80_Lu176 5.76→6.53; G1S16_Cs137_P5 7.93→8.33; G1S16_Mn54_P5 3.83→4.21; ASN16_Lu176_P0 0.36→0.56
lit-free: лучше lin у 18; крупнейшие: G1S16_Eu152_P5 14.36→8.69; G1S24_Eu152_P5 33.98→28.95; G1S24_Ba133_P5 19.56→14.84; G1S16_Ba133_P5 13.02→8.79; G1S16_Eu152_P25 4.38→2.46; G1S16_Th228_P5 4.48→2.69; G1S24_Th228_P5 20.98→19.20; G1S16_Ba133_P25 3.10→2.19

model-free: β подобран у 42 из 42; медиана 1.00, квартили 1.00 .. 1.00, min -3.13, max 6.45
   G1S24_Th228_P25      β   -3.13  опор 7  опор 7; усиление 0.97162, ноль 19.25 кэВ (6.389 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет model: β -3.134; опор 7 из 14 (промахов 0), ус
   G1S16_Th228_P5       β   +6.45  опор 6  опор 6; усиление 1.05813, ноль -37.55 кэВ (-12.512 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет model: β 6.453; опор 6 из 16 (промахов 1), 
lit-free: β подобран у 42 из 42; медиана 1.00, квартили 1.00 .. 1.00, min -0.52, max 1.73
   G1S24_Th228_P25      β   -0.52  опор 7  опор 7; усиление 0.98582, ноль 9.93 кэВ (3.296 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β -0.520; опор 7 из 14 (промахов 0), усиле
   G1S16_Th228_P25      β   +0.30  опор 7  опор 7; усиление 1.00776, ноль -4.38 кэВ (-1.477 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.299; опор 7 из 16 (промахов 0), усил
   G1S24_Th228_P5       β   +0.32  опор 7  опор 7; усиление 1.02132, ноль -11.88 кэВ (-3.964 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.317; опор 7 из 14 (промахов 0), уси
   G1S24_Bi207_P5       β   +0.34  опор 4  опор 4; усиление 0.98875, ноль 6.43 кэВ (2.202 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.338; опор 4 из 5 (промахов 0), усилени
   G1S24_Eu152_P5       β   +0.59  опор 6  опор 6; усиление 1.01297, ноль -5.45 кэВ (-1.848 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.593; опор 6 из 12 (промахов 0), усил
   G1S16_Eu152_P25      β   +0.70  опор 7  опор 7; усиление 1.01618, ноль -8.47 кэВ (-2.855 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.705; опор 7 из 14 (промахов 0), усил
   G1S16_Ba133_P25      β   +0.79  опор 4  опор 4; усиление 1.00121, ноль -5.34 кэВ (-1.820 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.795; опор 4 из 6 (промахов 0), усиле
   G1S16_Eu152_P5       β   +0.81  опор 7  опор 7; усиление 1.01874, ноль -9.40 кэВ (-3.165 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.809; опор 7 из 16 (промахов 0), усил
   G1S16_Ba133_P5       β   +0.90  опор 4  опор 4; усиление 0.99215, ноль -5.65 кэВ (-1.948 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.900; опор 4 из 6 (промахов 0), усиле
   G1S16_Am241_P25      β   +1.00  опор 1  опор 1; усиление 0.80563, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.996; опор 1 из 2 (промахов 0), усилени
   G1S16_Am241_P5       β   +1.00  опор 1  опор 1; усиление 0.80195, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 0.997; опор 1 из 2 (промахов 0), усилени
   G1S16_Cs137_P5       β   +1.00  опор 2  опор 2; усиление 1.01418, ноль -13.18 кэВ (-4.450 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усил
   G1S16_Ce139_P25      β   +1.00  опор 2  опор 2; усиление 1.00713, ноль -7.73 кэВ (-2.619 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S24_Am241_P5       β   +1.00  опор 1  опор 1; усиление 0.83295, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 1 из 2 (промахов 0), усилени
   G1S24_Cs137_P5       β   +1.00  опор 2  опор 2; усиление 1.00383, ноль -5.48 кэВ (-1.876 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S16_Mn54_P25       β   +1.00  опор 1  опор 1; усиление 1.00301, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 1 из 1 (промахов 0), усилени
   G1S16_Na22_P25       β   +1.00  опор 2  опор 2; усиление 1.02673, ноль -19.61 кэВ (-6.632 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усил
   G1S24_Co60_P5        β   +1.00  опор 2  опор 2; усиление 1.00979, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усилени
   G1S24_Na22_P25       β   +1.00  опор 2  опор 2; усиление 1.02098, ноль -23.29 кэВ (-7.772 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усил
   AS80_Cs137_0cm       β   +1.00  опор 2  опор 2; усиление 1.00025, ноль -6.96 кэВ (-20.128 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усил
   AS80_Lu176           β   +1.00  опор 2  опор 2; усиление 0.96298, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 4 (промахов 0), усилени
   ASN16_Lu176          β   +1.00  опор 2  опор 2; усиление 0.96594, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 4 (промахов 0), усилени
   G1S16_Cs137_P25      β   +1.00  опор 2  опор 2; усиление 1.00872, ноль -6.16 кэВ (-2.092 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S16_Na22_P5        β   +1.00  опор 2  опор 2; усиление 1.00034, ноль -4.07 кэВ (-1.414 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S16_Y88_P25        β   +1.00  опор 2  опор 2; усиление 1.01169, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усилени
   ASN16_Lu176_P0       β   +1.00  опор 2  опор 2; усиление 0.97090, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 4 (промахов 0), усилени
   G1S16_Co60_P25       β   +1.00  опор 2  опор 2; усиление 1.01148, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усилени
   G1S16_Co60_P5        β   +1.00  опор 2  опор 2; усиление 1.01145, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усилени
   G1S24_Na22_P5        β   +1.00  опор 2  опор 2; усиление 0.99522, ноль 3.60 кэВ (1.266 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усилени
   G1S24_Y88_P25        β   +1.00  опор 2  опор 2; усиление 1.02429, ноль -15.53 кэВ (-5.154 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усил
   G1S16_Ce139_P5       β   +1.00  опор 2  опор 2; усиление 1.01535, ноль -8.95 кэВ (-3.024 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S16_Mn54_P5        β   +1.00  опор 1  опор 1; усиление 1.00872, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 1 из 1 (промахов 0), усилени
   G1S24_Y88_P5         β   +1.00  опор 2  опор 2; усиление 1.01365, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усилени
   G1S24_Zn65_P5        β   +1.00  опор 1  опор 1; усиление 1.01093, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 1 из 2 (промахов 0), усилени
   G1S16_Y88_P5         β   +1.00  опор 2  опор 2; усиление 1.03373, ноль -25.81 кэВ (-8.666 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 3 (промахов 0), усил
   G1S24_Cs137_P25      β   +1.00  опор 2  опор 2; усиление 1.01014, ноль -5.44 кэВ (-1.804 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 2 из 2 (промахов 0), усиле
   G1S16_Co57_P5        β   +1.00  опор 1  опор 1; усиление 0.93809, ноль 0.00 кэВ (0.000 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.000; опор 1 из 1 (промахов 0), усилени
   G1S16_Cd109_P5       β   +1.00  опор 2  опор 2; усиление 0.98302, ноль -6.43 кэВ (-2.163 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.001; опор 2 из 2 (промахов 0), усиле
   G1S16_Cd109_P25      β   +1.00  опор 2  опор 2; усиление 0.96548, ноль -4.43 кэВ (-1.495 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.003; опор 2 из 2 (промахов 0), усиле
   G1S24_Cd109_P5       β   +1.01  опор 2  опор 2; усиление 0.98347, ноль -6.84 кэВ (-2.278 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.010; опор 2 из 2 (промахов 0), усиле
   G1S24_Ba133_P5       β   +1.01  опор 4  опор 4; усиление 1.00486, ноль -8.88 кэВ (-3.002 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.012; опор 4 из 6 (промахов 0), усиле
   G1S16_Th228_P5       β   +1.73  опор 7  опор 7; усиление 1.04287, ноль -26.33 кэВ (-8.774 кан.); квадрат 0.000E+000 кан⁻¹, стрелка 0.00 кэВ; свет lit: β 1.725; опор 7 из 16 (промахов 0), уси
