node,energy_kev,histories,error_pct,seconds_wall,dropped,scored,dropped_pct,dropped_scat,scat_pct
0,5.000,3000000,100.000,12.589,0,0,0.000,0,0.000
1,5.235,3000000,100.000,12.762,0,0,0.000,0,0.000
2,5.482,3000000,100.000,12.826,0,0,0.000,0,0.000
3,5.740,3000000,100.000,12.950,0,0,0.000,0,0.000
4,6.011,3000000,100.000,10.314,0,0,0.000,0,0.000
5,6.294,3000000,100.000,16.870,0,0,0.000,0,0.000
6,6.590,3000000,100.000,17.427,0,0,0.000,0,0.000
7,6.900,3000000,100.000,17.338,0,0,0.000,0,0.000
8,7.225,3000000,100.000,17.790,0,0,0.000,0,0.000
9,7.566,3000000,100.000,18.045,0,0,0.000,0,0.000
10,7.922,3000000,100.000,18.218,0,0,0.000,0,0.000
11,8.295,3000000,100.000,18.951,0,0,0.000,0,0.000
12,8.686,3000000,100.000,19.686,0,0,0.000,0,0.000
13,9.095,3000000,100.000,20.609,0,0,0.000,0,0.000
14,9.523,3000000,100.000,21.427,0,0,0.000,0,0.000
15,9.972,3000000,100.000,22.078,0,0,0.000,0,0.000
16,10.441,3000000,100.000,23.167,0,0,0.000,0,0.000
17,10.933,3000000,100.000,23.831,0,0,0.000,0,0.000
18,11.448,3000000,100.000,25.253,1,0,100.000,0,0.000
19,11.987,3000000,100.000,25.997,0,0,0.000,0,0.000
20,12.552,3000000,100.000,27.051,2,0,100.000,0,0.000
21,13.143,3000000,100.000,27.523,8,0,100.000,0,0.000
22,13.762,3000000,100.000,27.397,20,0,100.000,1,5.000
23,14.410,3000000,100.000,28.061,65,0,100.000,3,4.615
24,15.089,3000000,71.334,28.127,136,5,96.454,0,0.000
25,15.799,3000000,75.070,27.938,289,4,98.635,12,4.096
26,16.543,3000000,98.049,28.130,531,2,99.625,31,5.816
27,17.323,3000000,40.106,28.599,1013,38,96.384,42,3.996
28,18.138,3000000,35.393,28.178,1857,20,98.934,97,5.168
29,18.993,3000000,31.348,28.242,3080,21,99.323,236,7.610
30,19.887,3000000,23.418,28.722,4997,111,97.827,327,6.402
31,20.824,3000000,16.919,29.592,7748,78,99.003,622,7.948
32,21.804,3000000,14.124,29.404,11095,426,96.302,667,5.789
33,22.831,3000000,12.759,29.119,16149,213,98.698,1549,9.467
