ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
433,1273.589,5.249,5.249,2.064,2.064,0.000,2.064
434,1276.611,4.510,4.510,2.040,2.040,0.000,2.040
435,1279.633,11.569,11.569,2.015,2.015,0.000,2.015
436,1282.655,0.000,-2.797,1.991,1.991,0.000,1.991
437,1285.677,0.000,-1.066,1.966,1.966,0.000,1.966
438,1288.698,4.980,4.980,1.941,1.941,0.000,1.941
439,1291.720,1.455,1.455,1.917,1.917,0.000,1.917
440,1294.742,6.468,6.468,1.892,1.892,0.000,1.892
441,1297.763,0.564,0.564,1.868,1.868,0.000,1.868
442,1300.784,6.985,6.985,1.843,1.843,0.000,1.843
443,1303.806,3.039,3.039,1.819,1.819,0.000,1.819
444,1306.827,3.094,3.094,1.794,1.794,0.000,1.794
445,1309.848,0.000,-4.171,1.770,1.770,0.000,1.770
446,1312.868,2.140,2.140,1.745,1.745,0.000,1.745
447,1315.889,7.564,7.564,1.720,1.720,0.000,1.720
448,1318.910,3.564,3.564,1.696,1.696,0.000,1.696
449,1321.930,6.770,6.770,1.671,1.671,0.000,1.671
450,1324.950,6.770,6.770,1.647,1.647,0.000,1.647
451,1327.970,0.000,-5.335,1.622,1.622,0.000,1.622
452,1330.990,7.035,7.035,1.598,1.598,0.000,1.598
453,1334.010,3.980,3.980,1.531,1.531,0.000,1.531
454,1337.030,7.140,7.140,1.465,1.465,0.000,1.465
455,1340.050,0.000,-5.696,1.398,1.398,0.000,1.398
456,1343.069,0.000,-6.906,1.331,1.331,0.000,1.331
457,1346.088,3.249,3.249,1.265,1.265,0.000,1.265
458,1349.108,3.505,3.505,1.198,1.198,0.000,1.198
459,1352.127,0.000,-0.591,1.132,1.132,0.000,1.132
460,1355.146,0.000,-0.331,1.065,1.065,0.000,1.065
461,1358.164,0.000,-0.910,0.999,0.999,0.000,0.999
462,1361.183,5.090,5.090,0.932,0.932,0.000,0.932
463,1364.201,6.510,6.510,0.865,0.865,0.000,0.865
464,1367.220,7.939,7.939,0.799,0.799,0.000,0.799
465,1370.238,0.000,-2.272,0.732,0.732,0.000,0.732
466,1373.256,1.149,1.149,0.666,0.666,0.000,0.666
467,1376.273,2.039,2.039,0.599,0.599,0.000,0.599
468,1379.291,2.674,2.674,0.533,0.533,0.000,0.533
469,1382.309,14.094,14.094,0.466,0.466,0.000,0.466
470,1385.326,0.000,-10.742,0.399,0.399,0.000,0.399
471,1388.343,7.728,7.728,0.333,0.333,0.000,0.333
472,1391.360,3.674,3.674,0.266,0.266,0.000,0.266
473,1394.377,0.678,0.678,0.200,0.200,0.000,0.200
474,1397.393,0.000,-4.897,0.133,0.133,0.000,0.133
475,1400.410,0.000,-3.048,0.067,0.067,0.000,0.067
476,1403.426,0.742,0.742,0.000,0.000,0.000,0.000
477,1406.442,0.000,-5.528,0.157,0.157,0.000,0.157
478,1409.458,0.216,0.216,0.313,0.313,0.000,0.313
479,1412.474,8.011,8.011,0.470,0.470,0.000,0.470
480,1415.489,12.271,12.271,0.626,0.626,0.000,0.626
481,1418.505,0.000,-3.720,0.783,0.783,0.000,0.783
482,1421.520,1.960,1.960,0.939,0.939,0.000,0.939
483,1424.535,0.000,-2.191,1.096,1.096,0.000,1.096
484,1427.550,0.000,-5.560,1.253,1.253,0.000,1.253
485,1430.565,0.000,-12.501,1.409,1.409,0.000,1.409
486,1433.579,7.549,7.549,1.566,1.566,0.000,1.566
487,1436.593,0.000,-2.707,1.722,1.722,0.000,1.722
488,1439.607,1.078,1.078,1.879,1.879,0.000,1.879
489,1442.621,0.000,-8.871,2.035,2.035,0.000,2.035
490,1445.635,0.133,0.133,2.192,2.192,0.000,2.192
491,1448.649,10.553,10.553,2.349,2.349,0.000,2.349
492,1451.662,4.809,4.809,2.505,2.505,0.000,2.505
493,1454.675,7.284,7.284,2.662,2.662,0.000,2.662
494,1457.688,11.914,11.914,2.818,2.818,0.000,2.818
495,1460.701,3.129,3.129,2.975,2.975,0.000,2.975
496,1463.713,1.608,1.608,3.131,3.131,0.000,3.131
497,1466.725,0.000,-2.031,3.288,3.288,0.000,3.288
498,1469.737,9.855,9.855,3.445,3.445,0.000,3.445
499,1472.749,0.000,-0.939,3.601,3.601,0.000,3.601
500,1475.761,8.271,8.271,3.758,3.758,0.000,3.758
501,1478.773,0.000,-3.884,3.607,3.607,0.000,3.607
502,1481.784,3.367,3.367,3.457,3.457,0.000,3.457
503,1484.795,4.691,4.691,3.307,3.307,0.000,3.307
504,1487.806,12.153,12.153,3.156,3.156,0.000,3.156
505,1490.816,12.834,12.834,3.006,3.006,0.000,3.006
506,1493.827,0.888,0.888,2.856,2.856,0.000,2.856
507,1496.837,1.724,1.724,2.706,2.706,0.000,2.706
508,1499.847,6.829,6.829,2.555,2.555,0.000,2.555
509,1502.857,6.455,6.455,2.405,2.405,0.000,2.405
510,1505.866,0.000,-2.490,2.255,2.255,0.000,2.255
511,1508.876,3.350,3.350,2.104,2.104,0.000,2.104
512,1511.885,6.501,6.501,1.954,1.954,0.000,1.954
513,1514.894,0.000,-1.444,1.804,1.804,0.000,1.804
514,1517.902,7.236,7.236,1.653,1.653,0.000,1.653
515,1520.911,8.026,8.026,1.503,1.503,0.000,1.503
516,1523.919,1.127,1.127,1.353,1.353,0.000,1.353
517,1526.927,0.757,0.757,1.202,1.202,0.000,1.202
518,1529.935,0.912,0.912,1.052,1.052,0.000,1.052
519,1532.942,0.000,-2.928,0.902,0.902,0.000,0.902
520,1535.949,2.862,2.862,0.752,0.752,0.000,0.752
521,1538.956,2.807,2.807,0.601,0.601,0.000,0.601
522,1541.963,0.000,-5.033,0.451,0.451,0.000,0.451
523,1544.970,0.337,0.337,0.301,0.301,0.000,0.301
524,1547.976,0.000,-0.667,0.150,0.150,0.000,0.150
525,1550.982,5.278,5.278,0.000,0.000,0.000,0.000
526,1553.988,0.000,-5.298,0.001,0.001,0.000,0.001
527,1556.994,3.072,3.072,0.001,0.001,0.000,0.001
528,1559.999,0.000,-0.193,0.002,0.002,0.000,0.002
529,1563.004,0.000,-0.508,0.002,0.002,0.000,0.002
530,1566.009,0.000,-3.928,0.003,0.003,0.000,0.003
531,1569.014,2.862,2.862,0.003,0.003,0.000,0.003
532,1572.018,2.438,2.438,0.004,0.004,0.000,0.004
533,1575.023,1.807,1.807,0.004,0.004,0.000,0.004
534,1578.027,1.912,1.912,0.005,0.005,0.000,0.005
535,1581.030,2.333,2.333,0.005,0.005,0.000,0.005
536,1584.034,2.597,2.597,0.006,0.006,0.000,0.006
537,1587.037,0.122,0.122,0.006,0.006,0.000,0.006
538,1590.040,6.068,6.068,0.007,0.007,0.000,0.007
539,1593.043,4.387,4.387,0.008,0.008,0.000,0.008
540,1596.045,3.753,3.753,0.008,0.008,0.000,0.008
541,1599.047,0.000,-3.983,0.009,0.009,0.000,0.009
542,1602.049,0.000,-2.243,0.009,0.009,0.000,0.009
543,1605.051,1.227,1.227,0.010,0.010,0.000,0.010
544,1608.052,3.383,3.383,0.010,0.010,0.000,0.010
545,1611.053,0.000,-1.983,0.011,0.011,0.000,0.011
546,1614.054,0.000,-0.037,0.011,0.011,0.000,0.011
547,1617.055,1.753,1.753,0.012,0.012,0.000,0.012
548,1620.055,2.803,2.803,0.012,0.012,0.000,0.012
549,1623.056,0.000,-2.722,0.013,0.013,0.000,0.013
550,1626.055,5.648,5.648,0.013,0.013,0.000,0.013
551,1629.055,1.068,1.068,0.014,0.014,0.000,0.014
552,1632.054,1.438,1.438,0.013,0.013,0.000,0.013
553,1635.054,2.063,2.063,0.013,0.013,0.000,0.013
554,1638.052,4.383,4.383,0.012,0.012,0.000,0.012
555,1641.051,4.013,4.013,0.012,0.012,0.000,0.012
556,1644.049,0.000,-1.882,0.011,0.011,0.000,0.011
557,1647.047,0.000,-0.512,0.011,0.011,0.000,0.011
558,1650.045,0.648,0.648,0.010,0.010,0.000,0.010
559,1653.043,0.000,-5.037,0.010,0.010,0.000,0.010
560,1656.040,5.698,5.698,0.009,0.009,0.000,0.009
561,1659.037,0.000,-0.088,0.009,0.009,0.000,0.009
562,1662.034,0.593,0.593,0.008,0.008,0.000,0.008
563,1665.030,0.000,-2.092,0.008,0.008,0.000,0.008
564,1668.026,1.643,1.643,0.007,0.007,0.000,0.007
565,1671.022,0.000,-1.937,0.007,0.007,0.000,0.007
566,1674.018,0.648,0.648,0.006,0.006,0.000,0.006
567,1677.013,1.803,1.803,0.006,0.006,0.000,0.006
568,1680.008,0.000,-3.197,0.005,0.005,0.000,0.005
569,1683.003,2.383,2.383,0.005,0.005,0.000,0.005
570,1685.997,7.173,7.173,0.004,0.004,0.000,0.004
571,1688.992,0.000,-1.407,0.004,0.004,0.000,0.004
572,1691.986,4.753,4.753,0.003,0.003,0.000,0.003
573,1694.979,0.000,-1.878,0.003,0.003,0.000,0.003
574,1697.973,0.807,0.807,0.002,0.002,0.000,0.002
575,1700.966,5.698,5.698,0.002,0.002,0.000,0.002
576,1703.959,0.000,-0.142,0.001,0.001,0.000,0.001
577,1706.951,2.227,2.227,0.001,0.001,0.000,0.001
578,1709.944,0.000,-0.457,0.000,0.000,0.000,0.000
579,1712.936,0.858,0.858,0.012,0.012,0.000,0.012
580,1715.927,2.227,2.227,0.023,0.023,0.000,0.023
581,1718.919,1.177,1.177,0.035,0.035,0.000,0.035
582,1721.910,0.383,0.383,0.046,0.046,0.000,0.046
583,1724.901,0.000,-1.617,0.058,0.058,0.000,0.058
584,1727.891,0.000,-2.193,0.069,0.069,0.000,0.069
585,1730.882,0.000,-4.978,0.081,0.081,0.000,0.081
586,1733.872,0.000,-0.247,0.092,0.092,0.000,0.092
587,1736.861,0.858,0.858,0.104,0.104,0.000,0.104
588,1739.851,8.122,8.122,0.115,0.115,0.000,0.115
589,1742.840,1.278,1.278,0.127,0.127,0.000,0.127
590,1745.829,0.000,-3.243,0.138,0.138,0.000,0.138
591,1748.818,2.068,2.068,0.150,0.150,0.000,0.150
592,1751.806,2.333,2.333,0.161,0.161,0.000,0.161
593,1754.794,0.000,-1.613,0.173,0.173,0.000,0.173
594,1757.782,0.333,0.333,0.184,0.184,0.000,0.184
595,1760.769,3.177,3.177,0.196,0.196,0.000,0.196
596,1763.756,5.438,5.438,0.207,0.207,0.000,0.207
597,1766.743,0.173,0.173,0.219,0.219,0.000,0.219
598,1769.730,0.000,-1.663,0.230,0.230,0.000,0.230
599,1772.716,0.000,-1.352,0.242,0.242,0.000,0.242
600,1775.702,5.698,5.698,0.253,0.253,0.000,0.253
601,1778.688,0.000,-2.352,0.265,0.265,0.000,0.265
602,1781.673,0.963,0.963,0.276,0.276,0.000,0.276
603,1784.658,2.648,2.648,0.288,0.288,0.000,0.288
604,1787.643,0.438,0.438,0.299,0.299,0.000,0.299
605,1790.628,0.000,-1.092,0.311,0.311,0.000,0.311
606,1793.612,0.000,-2.142,0.322,0.322,0.000,0.322
607,1796.596,0.000,-1.882,0.311,0.311,0.000,0.311
608,1799.579,1.122,1.122,0.300,0.300,0.000,0.300
609,1802.563,2.273,2.273,0.289,0.289,0.000,0.289
610,1805.546,2.643,2.643,0.278,0.278,0.000,0.278
611,1808.529,2.748,2.748,0.267,0.267,0.000,0.267
612,1811.511,3.013,3.013,0.256,0.256,0.000,0.256
613,1814.493,0.000,-2.197,0.244,0.244,0.000,0.244
614,1817.475,2.433,2.433,0.233,0.233,0.000,0.233
615,1820.457,4.379,4.379,0.222,0.222,0.000,0.222
616,1823.438,0.000,-1.197,0.211,0.211,0.000,0.211
617,1826.419,2.118,2.118,0.200,0.200,0.000,0.200
618,1829.400,0.853,0.853,0.189,0.189,0.000,0.189
619,1832.380,0.484,0.484,0.178,0.178,0.000,0.178
620,1835.360,1.753,1.753,0.167,0.167,0.000,0.167
621,1838.340,4.958,4.958,0.156,0.156,0.000,0.156
622,1841.320,0.000,-2.042,0.144,0.144,0.000,0.144
623,1844.299,0.000,-1.357,0.133,0.133,0.000,0.133
624,1847.278,0.000,-1.407,0.122,0.122,0.000,0.122
625,1850.256,1.643,1.643,0.111,0.111,0.000,0.111
626,1853.235,0.000,-0.042,0.100,0.100,0.000,0.100
627,1856.213,0.328,0.328,0.089,0.089,0.000,0.089
628,1859.190,0.589,0.589,0.078,0.078,0.000,0.078
629,1862.168,1.904,1.904,0.067,0.067,0.000,0.067
630,1865.145,1.168,1.168,0.056,0.056,0.000,0.056
631,1868.122,3.589,3.589,0.044,0.044,0.000,0.044
632,1871.098,0.000,-3.617,0.033,0.033,0.000,0.033
633,1874.075,0.000,-0.937,0.022,0.022,0.000,0.022
634,1877.050,0.000,-2.886,0.011,0.011,0.000,0.011
635,1880.026,4.324,4.324,0.000,0.000,0.000,0.000
636,1883.001,0.000,-1.201,0.000,0.000,0.000,0.000
637,1885.976,0.694,0.694,0.000,0.000,0.000,0.000
638,1888.951,0.000,-0.306,0.000,0.000,0.000,0.000
639,1891.926,0.000,-4.357,0.000,0.000,0.000,0.000
640,1894.900,0.000,-0.886,0.000,0.000,0.000,0.000
641,1897.874,0.744,0.744,0.000,0.000,0.000,0.000
642,1900.847,2.009,2.009,0.000,0.000,0.000,0.000
643,1903.820,3.904,3.904,0.000,0.000,0.000,0.000
644,1906.793,0.000,-1.151,0.000,0.000,0.000,0.000
645,1909.766,0.324,0.324,0.000,0.000,0.000,0.000
646,1912.738,0.000,-1.466,0.000,0.000,0.000,0.000
647,1915.710,2.009,2.009,0.000,0.000,0.000,0.000
648,1918.682,5.059,5.059,0.000,0.000,0.000,0.000
649,1921.653,0.000,-1.462,0.000,0.000,0.000,0.000
650,1924.625,3.324,3.324,0.000,0.000,0.000,0.000
651,1927.595,0.000,-0.621,0.000,0.000,0.000,0.000
652,1930.566,0.000,-4.096,0.000,0.000,0.000,0.000
653,1933.536,1.639,1.639,0.000,0.000,0.000,0.000
654,1936.506,2.429,2.429,0.000,0.000,0.000,0.000
655,1939.476,0.484,0.484,0.000,0.000,0.000,0.000
656,1942.445,4.168,4.168,0.000,0.000,0.000,0.000
657,1945.414,1.114,1.114,0.000,0.000,0.000,0.000
658,1948.383,3.164,3.164,0.000,0.000,0.000,0.000
659,1951.351,2.904,2.904,0.000,0.000,0.000,0.000
660,1954.319,0.000,-1.306,0.000,0.000,0.000,0.000
661,1957.287,3.534,3.534,0.000,0.000,0.000,0.000
662,1960.255,0.000,-1.516,0.000,0.000,0.000,0.000
663,1963.222,1.114,1.114,0.000,0.000,0.000,0.000
664,1966.189,0.000,-0.256,0.000,0.000,0.000,0.000
665,1969.156,0.000,-2.096,0.000,0.000,0.000,0.000
666,1972.122,2.639,2.639,0.000,0.000,0.000,0.000
667,1975.088,2.534,2.534,0.000,0.000,0.000,0.000
668,1978.054,0.000,-2.626,0.000,0.000,0.000,0.000
669,1981.019,0.000,-1.256,0.000,0.000,0.000,0.000
670,1983.984,2.639,2.639,0.000,0.000,0.000,0.000
671,1986.949,5.114,5.114,0.000,0.000,0.000,0.000
672,1989.914,0.000,-1.516,0.000,0.000,0.000,0.000
673,1992.878,2.009,2.009,0.000,0.000,0.000,0.000
674,1995.842,0.000,-0.096,0.000,0.000,0.000,0.000
675,1998.806,4.063,4.063,0.000,0.000,0.000,0.000
676,2001.769,0.534,0.534,0.000,0.000,0.000,0.000
677,2004.732,0.000,-0.571,0.000,0.000,0.000,0.000
678,2007.695,5.584,5.584,0.000,0.000,0.000,0.000
679,2010.658,0.000,-1.201,0.000,0.000,0.000,0.000
680,2013.620,0.000,-2.042,0.000,0.000,0.000,0.000
681,2016.582,0.589,0.589,0.000,0.000,0.000,0.000
682,2019.543,0.000,-0.727,0.000,0.000,0.000,0.000
683,2022.505,0.114,0.114,0.000,0.000,0.000,0.000
684,2025.466,0.000,-3.306,0.000,0.000,0.000,0.000
685,2028.426,0.000,-0.096,0.000,0.000,0.000,0.000
686,2031.387,1.904,1.904,0.000,0.000,0.000,0.000
687,2034.347,0.000,-2.676,0.000,0.000,0.000,0.000
688,2037.307,0.000,-0.886,0.000,0.000,0.000,0.000
689,2040.266,0.000,-0.886,0.000,0.000,0.000,0.000
690,2043.226,0.000,-2.201,0.000,0.000,0.000,0.000
691,2046.185,1.643,1.643,0.000,0.000,0.000,0.000
692,2049.143,0.219,0.219,0.000,0.000,0.000,0.000
693,2052.102,0.000,-1.306,0.000,0.000,0.000,0.000
694,2055.060,0.744,0.744,0.000,0.000,0.000,0.000
695,2058.018,0.219,0.219,0.000,0.000,0.000,0.000
696,2060.975,0.219,0.219,0.000,0.000,0.000,0.000
697,2063.933,0.000,-1.151,0.000,0.000,0.000,0.000
698,2066.890,1.744,1.744,0.000,0.000,0.000,0.000
699,2069.846,0.000,-2.201,0.000,0.000,0.000,0.000
700,2072.803,1.484,1.484,0.000,0.000,0.000,0.000
701,2075.759,0.000,-1.516,0.000,0.000,0.000,0.000
702,2078.715,4.219,4.219,0.000,0.000,0.000,0.000
703,2081.670,0.000,-3.937,0.000,0.000,0.000,0.000
704,2084.625,1.954,1.954,0.000,0.000,0.000,0.000
705,2087.580,1.273,1.273,0.000,0.000,0.000,0.000
706,2090.535,0.000,-2.462,0.000,0.000,0.000,0.000
707,2093.490,0.000,-1.991,0.000,0.000,0.000,0.000
708,2096.444,0.000,-1.781,0.000,0.000,0.000,0.000
709,2099.398,2.273,2.273,0.000,0.000,0.000,0.000
710,2102.351,0.000,-4.357,0.000,0.000,0.000,0.000
711,2105.304,0.000,-0.832,0.000,0.000,0.000,0.000
712,2108.257,0.000,-0.886,0.000,0.000,0.000,0.000
713,2111.210,0.000,-0.042,0.000,0.000,0.000,0.000
714,2114.163,0.484,0.484,0.000,0.000,0.000,0.000
715,2117.115,0.694,0.694,0.000,0.000,0.000,0.000
716,2120.067,0.000,-2.937,0.000,0.000,0.000,0.000
717,2123.018,0.000,-0.411,0.000,0.000,0.000,0.000
718,2125.970,0.000,-2.201,0.000,0.000,0.000,0.000
719,2128.921,0.000,-1.252,0.000,0.000,0.000,0.000
720,2131.871,0.000,-0.991,0.000,0.000,0.000,0.000
721,2134.822,2.009,2.009,0.000,0.000,0.000,0.000
722,2137.772,0.000,-1.781,0.000,0.000,0.000,0.000
723,2140.722,0.958,0.958,0.000,0.000,0.000,0.000
724,2143.672,0.000,-0.151,0.000,0.000,0.000,0.000
725,2146.621,0.000,-2.201,0.000,0.000,0.000,0.000
726,2149.571,1.273,1.273,0.000,0.000,0.000,0.000
727,2152.519,0.000,-1.781,0.000,0.000,0.000,0.000
728,2155.468,0.853,0.853,0.000,0.000,0.000,0.000
729,2158.416,4.009,4.009,0.000,0.000,0.000,0.000
730,2161.364,0.000,-0.201,0.000,0.000,0.000,0.000
731,2164.312,0.000,-1.151,0.000,0.000,0.000,0.000
732,2167.260,1.324,1.324,0.000,0.000,0.000,0.000
733,2170.207,0.000,-4.306,0.000,0.000,0.000,0.000
734,2173.154,4.324,4.324,0.000,0.000,0.000,0.000
735,2176.101,1.479,1.479,0.000,0.000,0.000,0.000
736,2179.047,4.009,4.009,0.000,0.000,0.000,0.000
737,2181.994,0.799,0.799,0.000,0.000,0.000,0.000
738,2184.940,0.379,0.379,0.000,0.000,0.000,0.000
739,2187.885,0.904,0.904,0.000,0.000,0.000,0.000
740,2190.831,0.000,-0.991,0.000,0.000,0.000,0.000
741,2193.776,0.000,-1.201,0.000,0.000,0.000,0.000
742,2196.721,0.799,0.799,0.000,0.000,0.000,0.000
743,2199.666,0.000,-0.621,0.000,0.000,0.000,0.000
744,2202.610,4.849,4.849,0.000,0.000,0.000,0.000
745,2205.554,1.904,1.904,0.000,0.000,0.000,0.000
746,2208.498,0.273,0.273,0.000,0.000,0.000,0.000
747,2211.442,2.643,2.643,0.000,0.000,0.000,0.000
748,2214.385,0.000,-1.256,0.000,0.000,0.000,0.000
749,2217.328,0.379,0.379,0.000,0.000,0.000,0.000
750,2220.271,0.904,0.904,0.000,0.000,0.000,0.000
751,2223.214,2.479,2.479,0.000,0.000,0.000,0.000
752,2226.156,0.000,-0.361,0.000,0.000,0.000,0.000
753,2229.099,0.114,0.114,0.000,0.000,0.000,0.000
754,2232.041,0.000,-0.361,0.000,0.000,0.000,0.000
755,2234.982,0.000,-2.306,0.000,0.000,0.000,0.000
756,2237.924,0.000,-0.046,0.000,0.000,0.000,0.000
757,2240.865,2.374,2.374,0.000,0.000,0.000,0.000
758,2243.806,0.000,-1.626,0.000,0.000,0.000,0.000
759,2246.747,0.000,-0.836,0.000,0.000,0.000,0.000
760,2249.687,2.429,2.429,0.000,0.000,0.000,0.000
761,2252.627,0.000,-2.046,0.000,0.000,0.000,0.000
762,2255.567,2.899,2.899,0.000,0.000,0.000,0.000
763,2258.507,1.534,1.534,0.000,0.000,0.000,0.000
764,2261.446,0.000,-1.781,0.000,0.000,0.000,0.000
765,2264.386,0.584,0.584,0.000,0.000,0.000,0.000
766,2267.325,2.849,2.849,0.000,0.000,0.000,0.000
767,2270.264,1.639,1.639,0.000,0.000,0.000,0.000
768,2273.202,0.000,-0.151,0.000,0.000,0.000,0.000
769,2276.140,1.269,1.269,0.000,0.000,0.000,0.000
770,2279.079,0.000,-2.676,0.000,0.000,0.000,0.000
771,2282.016,0.269,0.269,0.000,0.000,0.000,0.000
772,2284.954,0.000,-2.466,0.000,0.000,0.000,0.000
773,2287.892,0.689,0.689,0.000,0.000,0.000,0.000
774,2290.829,0.584,0.584,0.000,0.000,0.000,0.000
775,2293.766,1.004,1.004,0.000,0.000,0.000,0.000
776,2296.703,1.424,1.424,0.000,0.000,0.000,0.000
777,2299.639,0.000,-1.941,0.000,0.000,0.000,0.000
778,2302.575,0.000,-0.781,0.000,0.000,0.000,0.000
779,2305.512,0.000,-1.256,0.000,0.000,0.000,0.000
780,2308.447,0.000,-0.206,0.000,0.000,0.000,0.000
781,2311.383,0.000,-0.626,0.000,0.000,0.000,0.000
782,2314.318,0.000,-1.731,0.000,0.000,0.000,0.000
783,2317.254,0.000,-0.361,0.000,0.000,0.000,0.000
784,2320.189,5.004,5.004,0.000,0.000,0.000,0.000
785,2323.124,0.059,0.059,0.000,0.000,0.000,0.000
786,2326.058,0.000,-1.941,0.000,0.000,0.000,0.000
787,2328.993,0.000,-0.626,0.000,0.000,0.000,0.000
788,2331.927,0.479,0.479,0.000,0.000,0.000,0.000
789,2334.861,0.004,0.004,0.000,0.000,0.000,0.000
790,2337.794,0.000,-0.891,0.000,0.000,0.000,0.000
791,2340.728,0.000,-0.891,0.000,0.000,0.000,0.000
792,2343.661,0.374,0.374,0.000,0.000,0.000,0.000
793,2346.595,0.164,0.164,0.000,0.000,0.000,0.000
794,2349.527,0.000,-2.416,0.000,0.000,0.000,0.000
795,2352.460,0.000,-1.996,0.000,0.000,0.000,0.000
796,2355.393,0.000,-1.731,0.000,0.000,0.000,0.000
797,2358.325,0.000,-1.941,0.000,0.000,0.000,0.000
798,2361.257,0.000,-0.731,0.000,0.000,0.000,0.000
799,2364.189,0.000,-0.731,0.000,0.000,0.000,0.000
800,2367.121,1.109,1.109,0.000,0.000,0.000,0.000
801,2370.053,4.374,4.374,0.000,0.000,0.000,0.000
802,2372.984,1.794,1.794,0.000,0.000,0.000,0.000
803,2375.915,0.000,-1.311,0.000,0.000,0.000,0.000
804,2378.846,0.000,-1.101,0.000,0.000,0.000,0.000
805,2381.777,0.000,-0.155,0.000,0.000,0.000,0.000
806,2384.708,0.000,-2.206,0.000,0.000,0.000,0.000
807,2387.638,0.000,-0.521,0.000,0.000,0.000,0.000
808,2390.569,0.000,-0.311,0.000,0.000,0.000,0.000
809,2393.499,1.479,1.479,0.000,0.000,0.000,0.000
810,2396.429,3.374,3.374,0.000,0.000,0.000,0.000
811,2399.358,0.000,-0.786,0.000,0.000,0.000,0.000
812,2402.288,0.004,0.004,0.000,0.000,0.000,0.000
813,2405.217,2.744,2.744,0.000,0.000,0.000,0.000
814,2408.147,0.000,-1.731,0.000,0.000,0.000,0.000
815,2411.076,0.000,-0.521,0.000,0.000,0.000,0.000
816,2414.005,2.794,2.794,0.000,0.000,0.000,0.000
817,2416.933,0.000,-1.311,0.000,0.000,0.000,0.000
818,2419.862,0.000,-1.681,0.000,0.000,0.000,0.000
819,2422.790,0.000,-3.256,0.000,0.000,0.000,0.000
820,2425.719,0.000,-1.101,0.000,0.000,0.000,0.000
821,2428.647,0.845,0.845,0.000,0.000,0.000,0.000
822,2431.575,0.000,-0.786,0.000,0.000,0.000,0.000
823,2434.502,1.899,1.899,0.000,0.000,0.000,0.000
824,2437.430,0.269,0.269,0.000,0.000,0.000,0.000
825,2440.357,0.059,0.059,0.000,0.000,0.000,0.000
826,2443.285,0.000,-0.311,0.000,0.000,0.000,0.000
827,2446.212,0.794,0.794,0.000,0.000,0.000,0.000
828,2449.139,0.689,0.689,0.000,0.000,0.000,0.000
829,2452.066,0.000,-1.681,0.000,0.000,0.000,0.000
830,2454.992,1.319,1.319,0.000,0.000,0.000,0.000
831,2457.919,0.899,0.899,0.000,0.000,0.000,0.000
832,2460.845,0.000,-0.945,0.000,0.000,0.000,0.000
833,2463.771,0.000,-0.470,0.000,0.000,0.000,0.000
834,2466.698,0.000,-0.206,0.000,0.000,0.000,0.000
835,2469.624,1.584,1.584,0.000,0.000,0.000,0.000
836,2472.549,0.000,-1.996,0.000,0.000,0.000,0.000
837,2475.475,0.000,-0.260,0.000,0.000,0.000,0.000
838,2478.401,0.109,0.109,0.000,0.000,0.000,0.000
839,2481.326,0.000,-0.311,0.000,0.000,0.000,0.000
840,2484.251,0.000,-0.681,0.000,0.000,0.000,0.000
841,2487.177,0.109,0.109,0.000,0.000,0.000,0.000
842,2490.102,0.004,0.004,0.000,0.000,0.000,0.000
843,2493.027,1.109,1.109,0.000,0.000,0.000,0.000
844,2495.951,2.059,2.059,0.000,0.000,0.000,0.000
845,2498.876,0.000,-2.416,0.000,0.000,0.000,0.000
846,2501.801,0.000,-0.576,0.000,0.000,0.000,0.000
847,2504.725,0.000,-0.576,0.000,0.000,0.000,0.000
848,2507.650,0.899,0.899,0.000,0.000,0.000,0.000
849,2510.574,1.004,1.004,0.000,0.000,0.000,0.000
850,2513.498,0.000,-1.521,0.000,0.000,0.000,0.000
851,2516.422,1.794,1.794,0.000,0.000,0.000,0.000
852,2519.346,0.000,-0.046,0.000,0.000,0.000,0.000
853,2522.270,0.000,-1.836,0.000,0.000,0.000,0.000
854,2525.193,0.000,-0.311,0.000,0.000,0.000,0.000
855,2528.117,1.109,1.109,0.000,0.000,0.000,0.000
856,2531.040,0.689,0.689,0.000,0.000,0.000,0.000
857,2533.964,3.269,3.269,0.000,0.000,0.000,0.000
858,2536.887,0.479,0.479,0.000,0.000,0.000,0.000
859,2539.810,0.000,-0.416,0.000,0.000,0.000,0.000
860,2542.733,0.429,0.429,0.000,0.000,0.000,0.000
861,2545.656,1.744,1.744,0.000,0.000,0.000,0.000
862,2548.579,1.954,1.954,0.000,0.000,0.000,0.000
863,2551.502,0.000,-1.571,0.000,0.000,0.000,0.000
864,2554.425,0.000,-3.042,0.000,0.000,0.000,0.000
865,2557.347,0.000,-1.306,0.000,0.000,0.000,0.000
866,2560.270,0.000,-1.361,0.000,0.000,0.000,0.000
867,2563.192,0.000,-0.571,0.000,0.000,0.000,0.000
868,2566.115,0.000,-0.411,0.000,0.000,0.000,0.000
869,2569.037,0.000,-0.151,0.000,0.000,0.000,0.000
870,2571.959,0.000,-2.306,0.000,0.000,0.000,0.000
871,2574.882,0.958,0.958,0.000,0.000,0.000,0.000
872,2577.804,1.904,1.904,0.000,0.000,0.000,0.000
873,2580.726,0.273,0.273,0.000,0.000,0.000,0.000
874,2583.648,0.429,0.429,0.000,0.000,0.000,0.000
875,2586.570,5.219,5.219,0.000,0.000,0.000,0.000
876,2589.492,0.379,0.379,0.000,0.000,0.000,0.000
